@relation waveform-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1,2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
23,22.793789,3.654627,-7.430498,-7.759588,0.640859,8.885421,6.46055,-13.787124,17.580316,-13.440714,2,cluster1
24,7.742267,29.739312,9.387715,-9.89001,3.654627,1.143154,-25.062775,-5.992896,21.425468,5.733088,1,cluster0
25,13.839086,11.91651,16.402521,0.103923,5.733088,-10.115177,-12.799855,-12.436125,24.092827,5.854332,1,cluster2
26,12.713253,10.946561,8.885421,6.633755,8.920062,3.481422,14.341381,-16.35056,19.502892,-23.451968,2,cluster2
27,18.896674,25.946121,13.561958,2.424871,1.905256,0.866025,-12.574689,0.762102,-5.421319,-10.357664,0,cluster0
28,18.463662,13.180907,-13.787124,-7.17069,-5.559883,3.429461,-2.39023,-1.732051,-3.152332,-14.445304,0,cluster1
29,25.201339,9.612882,0.069282,-5.45596,-5.369358,-2.442192,8.383126,-13.700522,-2.442192,-24.456557,0,cluster1
30,17.857444,6.287344,-11.656702,-6.47787,1.628128,6.13146,12.799855,-10.23642,5.888973,-21.425468,2,cluster1
31,11.379574,11.639381,4.451371,0.34641,7.066767,3.75855,-1.02191,-1.091192,14.67047,1.524205,1,cluster2
32,17.026059,12.903779,-11.448856,-6.062178,6.685716,4.43405,-2.979127,-0.259808,12.210958,-20.542123,2,cluster1
33,14.32406,9.249151,-7.880831,-8.746857,0.952628,2.37291,5.715768,-6.599114,11.154407,-16.645008,0,cluster1
34,18.480982,8.1926,-14.081573,-13.891047,13.509996,-0.519615,4.711178,2.476833,7.672985,-9.353074,2,cluster1
35,14.67047,9.56092,-18.550264,-9.734126,-1.870615,2.788602,-2.892525,13.025022,-8.642934,-25.790237,0,cluster1
36,13.111625,26.448416,5.681127,-2.546115,13.665881,-3.39482,-6.754998,6.703037,8.313844,1.576166,1,cluster0
37,16.489124,19.225764,7.586383,-5.178832,5.906293,2.546115,-5.507922,2.39023,4.018358,-20.10911,0,cluster0
38,21.685276,18.013328,15.709701,-2.251666,6.876242,-4.745819,-6.408588,-4.347448,16.056111,-5.940934,1,cluster0
39,23.936942,19.052559,-1.541525,-2.580756,4.364768,15.848265,-8.660254,-7.742267,-3.221615,-4.641896,0,cluster0
40,10.530869,11.448856,-3.550704,-1.03923,6.703037,-8.469728,-9.87269,-3.671948,21.269584,6.789639,1,cluster2
41,17.944046,12.436125,4.659217,-7.638344,4.537973,9.21451,5.80237,-7.118729,10.011254,-10.271061,0,cluster1
42,19.710738,10.132497,7.430498,-10.773356,12.661291,10.028574,9.405036,-9.664844,9.19719,-6.754998,2,cluster1
43,22.811109,9.266472,-4.08764,-6.321985,15.588457,2.805922,0.69282,-9.422356,18.030649,-10.063215,2,cluster2
44,12.210958,21.494751,11.466176,-1.195115,8.694895,6.270024,-3.516063,-1.143154,14.445304,-2.909845,1,cluster0
45,21.321545,7.82887,-21.044417,-5.352037,-4.970986,7.136049,4.832422,-1.03923,-7.603703,-6.373947,0,cluster1
46,9.179869,-0.969948,-27.158557,-3.983717,-5.386678,5.074909,20.992456,-14.982239,3.256256,-10.91192,2,cluster1
47,9.21451,10.011254,12.418804,5.871652,16.71429,-3.74123,-0.883346,-8.071357,23.001635,-1.870615,1,cluster2
48,8.383126,16.281278,0.623538,-1.610807,10.323023,2.320948,11.93383,-2.476833,17.233906,-2.095781,1,cluster2
49,1.749371,10.323023,2.476833,-0.294449,19.329687,-4.745819,11.448856,-6.772319,19.883943,-6.547152,1,cluster2
50,14.202817,0.259808,-5.317396,-5.663806,6.14878,7.430498,9.21451,-12.401484,12.522727,-26.777505,2,cluster1
51,26.223249,14.947598,3.377499,-1.281718,4.520653,3.481422,5.992896,-10.374984,4.76314,-21.182981,0,cluster1
52,19.537533,14.237458,-11.829907,-8.209921,3.464102,-3.221615,1.957217,-14.341381,9.5436,-9.716805,0,cluster1
53,23.209481,15.588457,-3.516063,-7.430498,7.066767,8.608293,7.776908,-4.468691,15.068842,-21.858481,0,cluster1
54,9.976613,14.046932,0.381051,-2.476833,9.838049,-14.150855,7.794229,-7.066767,13.336791,-4.018358,1,cluster2
55,15.67506,7.724947,-9.595561,-8.660254,4.901704,-3.221615,-0.138564,-2.563435,2.06114,-16.991418,2,cluster1
56,10.842638,12.973061,10.981202,7.655665,12.210958,-5.854332,12.886458,-11.344933,13.97765,-2.788602,1,cluster2
57,7.603703,20.299635,7.066767,0.121244,22.083648,0.051962,8.123318,-5.074909,18.602226,-13.596599,1,cluster2
58,11.881869,15.276688,11.206369,-11.899189,7.15337,-5.750409,-1.853294,-5.421319,22.482019,2.684679,1,cluster2
59,11.639381,20.576764,2.026499,0.519615,17.38979,-5.10955,-1.454923,-11.171728,16.437162,-1.645448,1,cluster2
60,11.743304,7.447818,9.838049,-5.057588,2.875204,-4.122281,4.815101,-6.200742,25.703634,-13.561958,1,cluster2
61,15.917547,7.84619,-19.000597,-2.788602,4.78046,2.71932,6.47787,-16.71429,18.203854,-6.096819,2,cluster1
62,6.408588,14.237458,8.902741,1.143154,6.80696,-2.73664,-1.333679,-10.115177,22.655225,-8.071357,1,cluster2
63,15.259368,21.667956,15.449893,-6.80696,0.086603,6.980165,-27.747454,-5.78505,12.072394,5.906293,0,cluster0
64,5.421319,-0.311769,12.488086,2.615397,2.979127,-5.629165,-0.069282,-16.852854,20.334276,6.581793,2,cluster2
65,19.398969,28.994531,0.623538,-7.378536,3.810512,14.133535,-3.75855,-7.066767,13.458035,-8.400446,0,cluster0
66,17.37247,12.141676,16.489124,-4.520653,-4.468691,-5.767729,-1.749371,-15.778983,18.723469,-4.78046,1,cluster2
67,14.32406,17.511034,8.452408,-10.825318,-6.270024,-2.73664,-20.161071,1.974538,11.93383,6.010216,0,cluster0
68,18.186533,20.420879,-0.900666,-10.738715,4.849742,7.638344,-7.118729,3.723909,9.959292,-18.706149,0,cluster1
69,15.519175,15.917547,16.974098,-4.174242,6.80696,-0.831384,-6.391267,-4.849742,24.283352,0.744782,1,cluster2
70,16.437162,16.800893,1.212436,3.75855,11.483497,5.403999,-9.179869,-12.574689,15.848265,-6.945524,1,cluster2
71,-0.727461,17.268547,-2.771281,-12.574689,15.051522,7.395857,-2.113102,0.311769,24.699045,-17.632277,1,cluster2
72,16.783572,6.010216,-13.943009,-3.550704,10.721394,9.491638,6.789639,-19.849302,18.221174,-11.292971,2,cluster1
73,15.917547,27.730133,7.326575,-4.919024,13.319471,8.002075,0.484974,-4.208883,10.2191,-3.06573,0,cluster0
74,14.116214,23.382686,-0.398372,5.005627,6.893562,3.464102,-10.340343,6.945524,-4.76314,-1.073872,1,cluster0
75,25.963442,5.542563,-16.575726,-13.492676,-1.71473,7.880831,2.407551,-11.500817,5.854332,-20.680687,2,cluster1
76,21.252263,15.155445,1.03923,1.922576,-6.391267,-2.147743,-8.694895,0.814064,6.408588,-8.417767,0,cluster0
77,8.209921,17.597636,6.010216,5.473281,20.767289,-2.095781,5.559883,-13.180907,28.682761,0.467654,1,cluster2
78,15.67506,11.777945,-9.664844,-5.057588,-7.690306,6.356626,6.425908,-1.385641,3.585345,-18.186533,0,cluster1
79,6.841601,10.91192,8.53901,-4.122281,10.184459,-2.788602,3.100371,-12.107035,24.681724,-2.805922,1,cluster2
80,9.110587,14.220137,-17.684239,-2.73664,3.39482,5.594524,12.470766,-12.730573,7.205331,-20.975135,2,cluster1
81,3.983717,16.419842,9.87269,0.779423,13.821765,-10.097856,0.450333,1.835974,28.855966,-8.261882,1,cluster2
82,8.435087,15.744342,8.573651,3.360179,13.787124,1.247077,2.424871,-8.002075,11.864548,-1.766692,1,cluster2
83,21.667956,10.409625,10.374984,0.744782,5.629165,-9.855369,-2.528794,-12.055074,7.084088,-10.063215,0,cluster2
84,20.282315,9.041305,-11.050484,-5.611845,5.040268,4.919024,6.581793,-8.954703,2.961807,-19.10452,2,cluster1
85,21.737238,27.60889,17.753521,1.558846,2.528794,-0.952628,-15.588457,13.180907,-0.727461,-3.602666,0,cluster0
86,7.049447,4.867063,1.506884,-5.473281,4.001037,3.481422,-4.936345,-1.71473,7.915472,7.205331,1,cluster2
87,25.357224,16.991418,1.853294,-13.128945,0.467654,2.407551,-15.415252,1.229756,9.612882,-9.456997,0,cluster0
88,17.701559,9.595561,-14.566547,-3.637307,-1.489564,1.212436,8.954703,-7.759588,3.031089,-21.702597,2,cluster1
89,16.835534,14.566547,-13.96033,-8.920062,5.681127,6.633755,5.005627,0.710141,-2.130422,-24.162109,2,cluster1
90,13.544637,4.815101,8.331164,-1.333679,4.659217,-7.274613,-6.339306,-4.659217,19.606815,0.398372,1,cluster2
91,11.708663,13.492676,14.30674,2.303628,15.34597,0.173205,-2.442192,-3.360179,7.49978,-3.41214,1,cluster2
92,13.094304,10.478907,7.84619,-3.654627,10.998523,-4.919024,-11.396894,-3.533384,12.869138,8.85078,1,cluster2
93,15.276688,16.471803,1.247077,1.593487,3.169653,-5.265434,2.217025,10.859959,-4.243524,-6.789639,1,cluster0
94,15.536496,20.80193,5.248114,0.640859,2.701999,7.378536,-0.207846,0.814064,2.37291,-17.649598,0,cluster0
95,17.424431,11.552779,9.993933,-4.711178,-4.676537,5.958255,-13.908368,-4.78046,10.998523,-0.32909,1,cluster0
96,11.223689,4.174242,10.115177,2.268987,18.221174,4.070319,5.057588,-8.261882,13.319471,-9.87269,2,cluster2
97,12.886458,10.981202,2.424871,-6.166101,6.858921,5.733088,-3.048409,1.991858,3.654627,-0.467654,1,cluster0
98,13.596599,13.64856,-0.138564,3.585345,5.005627,4.43405,3.654627,-7.776908,0.121244,-14.341381,0,cluster1
99,12.158997,8.746857,-7.950113,-10.2191,3.464102,9.041305,3.446781,0.363731,11.119766,-16.35056,2,cluster1
100,19.728059,25.842198,16.922136,-4.260845,14.341381,15.103483,-12.713253,2.026499,19.624136,-0.467654,1,cluster0
101,14.722432,28.890607,22.984314,3.290897,6.46055,3.152332,-13.665881,0.779423,4.970986,3.481422,0,cluster0
102,15.103483,13.596599,-2.476833,-10.496228,-10.929241,6.287344,-10.756036,-8.53901,20.299635,-11.154407,0,cluster1
103,16.125393,20.091789,7.343895,-7.950113,5.629165,-1.974538,0.363731,-0.173205,18.08261,6.980165,1,cluster0
104,7.326575,9.249151,-7.343895,2.06114,11.466176,9.89001,5.386678,-13.856406,18.913995,-2.320948,2,cluster2
105,19.693418,6.512511,-17.666918,-7.690306,2.009179,6.980165,11.91651,-11.015843,5.248114,-33.359299,2,cluster1
106,12.799855,2.961807,8.677575,0.606218,12.366843,0.103923,6.858921,-12.418804,14.150855,-15.034201,2,cluster2
107,19.243084,3.446781,-24.525839,-2.771281,4.243524,6.495191,8.400446,-12.470766,-0.588897,-26.673582,2,cluster1
108,25.010814,1.680089,-2.442192,-4.572614,-3.671948,4.312807,2.909845,-10.929241,4.953665,-19.849302,0,cluster1
109,12.643971,17.112662,7.915472,9.023985,4.572614,-6.512511,-7.482459,-7.326575,-0.173205,-5.092229,0,cluster0
110,15.086163,-0.779423,-31.298158,-14.150855,0.138564,2.684679,9.231831,-10.340343,12.124356,-13.094304,2,cluster1
111,4.849742,23.451968,20.80193,3.186973,9.820728,7.759588,-3.949076,-0.294449,21.165661,-7.690306,1,cluster0
112,22.49934,14.843675,-1.264397,-9.335754,-2.04382,5.750409,-2.701999,2.71932,6.183421,-22.430058,0,cluster1
113,16.03879,25.772916,8.417767,5.80237,5.750409,4.035678,-8.590972,2.909845,6.13146,-5.507922,1,cluster0
114,10.652112,0.484974,-3.325538,3.031089,6.46055,-5.958255,3.152332,-7.136049,13.700522,-12.678612,2,cluster2
115,23.400006,-7.084088,-23.001635,-2.286307,-5.45596,2.73664,5.12687,6.321985,-13.007702,-20.992456,2,cluster1
116,9.179869,12.453445,-10.859959,-3.966396,5.629165,-6.235383,13.146266,-7.188011,24.941532,-5.559883,2,cluster2
117,14.947598,9.249151,3.914435,-3.41214,7.465139,-8.452408,8.244562,-5.681127,19.953225,-9.595561,1,cluster2
118,13.579278,13.388753,17.753521,-6.772319,2.805922,-9.353074,-16.489124,-6.668396,13.839086,17.181944,1,cluster0
119,16.177355,13.094304,18.619546,7.49978,8.313844,-3.06573,-9.751446,0.034641,-4.10496,-4.070319,1,cluster0
120,7.291934,13.821765,6.46055,4.624576,4.399409,-4.10496,2.875204,-0.069282,10.669433,6.633755,1,cluster2
121,10.115177,21.217622,4.76314,9.578241,9.664844,-4.641896,-6.14878,-12.210958,14.098894,-11.206369,1,cluster2
122,20.074469,17.753521,-3.706589,-10.617471,5.092229,6.443229,-7.794229,8.261882,6.391267,-4.589935,0,cluster0
123,6.114139,0.658179,-4.052999,-8.53901,7.84619,-3.342858,5.975575,-5.750409,3.013768,-17.320508,2,cluster1
124,9.370395,8.660254,-0.069282,0.987269,12.557368,3.360179,0.484974,-13.821765,17.545675,-5.161511,2,cluster2
125,10.91192,5.490601,-7.742267,-5.940934,5.092229,4.589935,10.357664,-0.710141,8.677575,-1.229756,2,cluster1
126,19.485572,14.150855,-14.30674,-9.266472,2.753961,3.06573,4.468691,-11.171728,12.765214,-15.224727,2,cluster1
127,31.904376,12.921099,-19.243084,-13.509996,-1.887935,12.505407,0.935307,-11.119766,4.970986,-22.49934,0,cluster1
128,17.788162,12.973061,8.417767,1.489564,0.762102,-3.204294,-12.26292,-6.928203,6.564473,0.259808,1,cluster0
129,12.384163,14.012291,9.734126,-13.319471,13.769804,4.43405,-3.637307,-5.352037,25.23598,-5.213473,2,cluster2
130,12.245599,6.997485,4.018358,0.207846,0.155885,-4.330127,2.598076,-20.524802,25.478467,-2.251666,2,cluster2
131,16.71429,13.406073,-7.239972,-2.459512,9.21451,10.045895,3.74123,-11.067805,6.997485,-13.700522,2,cluster1
132,7.430498,19.052559,-0.467654,-1.939897,9.682164,-1.991858,8.002075,-3.723909,15.571137,-6.82428,2,cluster2
133,21.304225,14.393342,-4.970986,-0.467654,-0.866025,6.599114,8.435087,-3.238935,4.607255,-21.841161,0,cluster1
134,8.52169,12.747894,4.260845,-5.594524,12.869138,3.360179,0.831384,-7.776908,23.729096,3.377499,1,cluster2
135,19.728059,7.084088,-14.878316,-5.663806,1.420282,8.036716,9.318433,-4.849742,6.928203,-14.601188,2,cluster1
136,28.111185,14.531906,-3.39482,-4.711178,9.803408,9.786087,-8.660254,-17.666918,6.443229,-10.132497,0,cluster1
137,8.920062,14.462624,1.160474,-3.568025,4.486012,-6.980165,-10.288382,-1.680089,12.661291,-9.820728,1,cluster2
138,14.757073,27.9553,5.871652,-3.08305,-5.888973,-2.857884,-14.410663,0.433013,10.323023,-6.13146,0,cluster0
139,18.39438,3.671948,-21.685276,-13.596599,-6.46055,9.768767,9.127908,-4.486012,18.706149,-21.286904,2,cluster1
140,16.523765,7.569062,1.680089,3.550704,3.013768,-0.294449,-4.901704,3.290897,8.452408,-9.075946,1,cluster0
141,23.677135,19.572174,-7.222652,-12.020433,2.424871,7.447818,1.333679,-12.107035,18.39438,-13.215548,0,cluster1
142,15.519175,25.859519,19.849302,-2.961807,6.685716,4.520653,-20.022507,5.871652,10.877279,-0.484974,0,cluster0
143,18.74079,7.967434,-12.799855,7.967434,9.491638,-3.06573,10.167138,-15.727021,2.442192,-12.072394,2,cluster1
144,9.682164,2.632717,-12.661291,-10.201779,4.919024,0.155885,8.85078,-6.599114,14.774393,-11.223689,2,cluster1
145,21.962404,15.449893,6.737678,-3.290897,9.508959,2.338269,-5.750409,-0.658179,-9.075946,3.273576,0,cluster0
146,17.857444,9.266472,3.637307,-2.39023,14.912957,-4.76314,6.183421,-9.283792,12.089715,1.974538,1,cluster2
147,15.848265,14.272099,12.124356,6.841601,-0.311769,-2.979127,-12.505407,-7.239972,6.668396,0.6755,0,cluster0
148,20.680687,17.268547,-12.765214,-3.308217,-5.421319,3.931755,-0.242487,3.308217,-8.729536,-12.799855,0,cluster1
149,15.900226,23.348045,3.914435,-1.576166,-0.762102,12.158997,-11.639381,-6.772319,6.529832,-18.047969,0,cluster0
150,23.607853,22.585943,13.025022,-8.469728,2.286307,1.402961,-25.253301,-5.265434,6.339306,-3.39482,0,cluster0
151,3.723909,2.944486,1.766692,-0.484974,4.035678,-5.767729,3.862473,-13.509996,20.403559,-5.040268,2,cluster2
152,21.044417,26.864108,2.788602,-2.130422,5.940934,9.699485,-17.147303,5.854332,1.818653,-7.430498,0,cluster0
153,7.984754,21.14834,4.78046,-2.684679,11.899189,7.724947,12.747894,-7.967434,16.662329,-16.818213,2,cluster2
154,12.557368,9.283792,-6.581793,-9.751446,10.58283,3.75855,9.405036,-4.295486,11.310292,-24.404596,2,cluster1
155,13.804445,15.986829,-3.152332,-10.825318,17.545675,3.897114,-1.766692,-1.385641,34.43317,-2.320948,1,cluster2
156,7.517101,10.271061,4.537973,0.519615,-3.135012,-5.992896,-8.157959,-5.265434,18.879354,-4.330127,1,cluster2
157,16.03879,6.13146,-12.470766,-11.292971,-1.662769,11.777945,11.448856,-10.23642,15.155445,-25.149378,2,cluster1
158,15.519175,9.283792,-16.298598,-0.207846,-5.040268,4.520653,16.541085,-8.383126,4.988306,-16.402521,2,cluster1
159,10.305702,22.863071,24.162109,7.049447,2.961807,-1.437602,-13.007702,-6.304665,6.218062,7.950113,1,cluster0
160,7.724947,28.578838,18.983277,-2.078461,0,6.356626,-14.341381,-4.919024,16.766252,-6.564473,1,cluster0
161,28.769364,11.466176,-2.996448,-7.239972,0.069282,2.667358,-11.015843,-3.464102,0.381051,-5.022947,0,cluster1
162,6.703037,18.186533,23.503929,4.364768,14.029612,-1.645448,-6.685716,-4.607255,11.985792,-1.784012,1,cluster2
163,14.168176,18.463662,13.215548,0.952628,5.144191,-0.69282,-10.859959,0.363731,4.728499,-8.556331,1,cluster0
164,11.93383,17.614957,6.495191,-6.82428,20.005187,1.628128,1.558846,1.662769,19.156482,-1.351,1,cluster2
165,20.161071,15.242047,15.727021,6.547152,7.361216,-7.517101,-5.940934,-5.507922,8.435087,-5.352037,1,cluster0
166,8.642934,1.71473,-19.745379,-7.724947,-0.225167,-6.425908,2.078461,-0.814064,10.253741,-1.489564,2,cluster1
167,8.331164,11.674022,9.058626,-8.972023,2.840563,-1.229756,-1.333679,-3.290897,12.453445,-8.279203,1,cluster2
168,5.854332,12.349522,-3.619986,-1.212436,14.237458,7.603703,13.561958,0.571577,16.36788,-5.265434,2,cluster2
169,21.390827,20.178392,-1.264397,-3.966396,4.537973,0.502295,-2.615397,-5.040268,4.208883,-9.405036,0,cluster0
170,22.187571,13.769804,-2.996448,-10.461587,-5.43864,6.737678,-11.050484,-8.313844,10.374984,-17.303188,0,cluster1
171,14.566547,25.56507,21.390827,-2.546115,0.987269,-4.659217,-13.787124,5.12687,4.052999,6.495191,1,cluster0
172,12.26292,29.340941,9.231831,-1.939897,8.088677,8.17528,-6.581793,-5.490601,21.200302,-10.548189,1,cluster0
173,16.437162,12.401484,8.52169,4.676537,12.747894,-3.238935,15.986829,1.645448,2.303628,-7.066767,2,cluster2
174,18.221174,11.622061,1.177795,1.03923,1.991858,1.195115,-3.048409,-0.34641,-6.010216,-5.421319,0,cluster0
175,5.594524,10.392305,-4.08764,-4.503332,13.250189,2.528794,9.301113,-8.590972,22.464699,-10.738715,2,cluster2
176,14.67047,10.669433,9.526279,9.058626,6.373947,-5.854332,0.519615,-6.547152,-1.991858,-13.752483,0,cluster2
177,24.88957,11.414215,-10.011254,-16.177355,-2.268987,5.178832,6.547152,-2.424871,8.400446,-16.437162,2,cluster1
178,17.666918,16.263957,-13.475355,-3.464102,-3.290897,2.424871,9.21451,-2.979127,-4.693858,-18.099931,0,cluster1
179,9.318433,19.987866,-5.663806,-0.987269,18.983277,3.238935,2.909845,0.606218,2.078461,-12.037753,2,cluster2
180,0.969948,19.728059,4.243524,7.205331,5.334716,-1.125833,-15.207406,5.12687,6.82428,-5.43864,1,cluster0
181,17.840123,15.311329,4.970986,-0.883346,2.009179,-6.096819,-20.957815,-15.415252,17.770841,8.002075,0,cluster0
182,24.976173,-3.429461,-19.710738,0.519615,10.323023,7.413177,7.118729,1.195115,-6.703037,-19.606815,2,cluster1
183,18.030649,1.524205,-16.852854,-6.945524,1.472243,4.122281,4.295486,-10.721394,18.030649,-18.74079,2,cluster1
184,17.078021,11.847228,10.721394,-3.810512,17.996008,1.281718,2.632717,-2.424871,8.157959,-4.728499,2,cluster2
185,18.948636,4.260845,-5.040268,-3.637307,1.818653,-3.637307,10.721394,7.430498,-1.939897,-27.227839,2,cluster1
186,17.320508,15.588457,-6.235383,-4.641896,-2.771281,6.062178,-0.571577,1.281718,9.664844,-16.679649,0,cluster1
187,13.544637,1.056551,-13.440714,-6.14878,-5.369358,6.910883,12.60933,-19.589495,9.664844,-18.099931,2,cluster1
188,22.308814,-0.588897,-15.484534,-6.962844,0.588897,-1.299038,10.167138,-0.467654,-1.801333,-33.636427,0,cluster1
189,18.706149,20.472841,4.260845,0.502295,8.157959,2.113102,2.06114,-3.39482,7.84619,-16.748931,0,cluster0
190,4.486012,9.075946,5.490601,1.091192,20.143751,2.788602,-5.144191,-8.764177,21.390827,-5.10955,1,cluster2
191,28.492236,24.906891,18.151892,-3.689268,2.632717,-6.47787,-13.97765,-7.49978,6.547152,-1.558846,0,cluster0
192,17.181944,7.014806,-15.363291,-3.585345,6.980165,-7.621024,9.907331,-15.120804,10.998523,-15.155445,2,cluster1
193,10.167138,16.160034,5.213473,-4.555294,5.317396,-3.048409,-7.17069,-6.651075,20.299635,4.330127,1,cluster2
194,14.912957,28.786684,15.657739,-3.256256,1.264397,2.511474,-17.407111,2.71932,14.809034,1.628128,0,cluster0
195,23.884981,21.927763,-3.221615,-4.537973,5.45596,8.296523,-12.349522,-2.650038,3.810512,-11.466176,0,cluster0
196,20.334276,25.91148,10.357664,-3.931755,9.578241,3.619986,-6.443229,3.845153,15.882906,3.013768,1,cluster0
197,27.418364,4.745819,-11.154407,-9.907331,-6.928203,3.810512,-1.108513,-10.704074,-1.264397,-21.598674,0,cluster1
198,11.760625,2.684679,-9.786087,-2.667358,-0.935307,0.051962,7.655665,-12.332202,10.981202,-20.923174,2,cluster1
199,12.297561,23.105558,10.877279,0.381051,7.534421,8.573651,-16.627688,-2.303628,11.310292,5.300075,1,cluster0
200,13.943009,15.484534,0.121244,-3.169653,16.610367,-12.574689,3.689268,-1.645448,10.877279,-6.581793,1,cluster2
201,15.34597,8.036716,-6.027537,-1.091192,4.070319,6.633755,3.637307,-0.277128,-4.815101,-17.181944,0,cluster1
202,12.037753,13.839086,4.711178,-7.084088,12.62665,-7.274613,0.900666,-0.484974,12.020433,-11.137087,1,cluster2
203,21.615994,15.952188,-6.304665,-11.067805,-1.576166,3.966396,1.887935,3.39482,0.173205,-11.25833,0,cluster1
204,24.508519,14.272099,-17.095341,-12.488086,6.633755,9.058626,-5.975575,-1.801333,12.60933,-17.840123,0,cluster1
205,12.176317,10.634792,-2.442192,0.069282,10.929241,-5.819691,-2.805922,-2.927166,12.730573,3.238935,1,cluster2
206,20.178392,21.009776,2.875204,-5.10955,3.08305,9.249151,-2.476833,-2.73664,3.602666,-8.002075,0,cluster0
207,19.035238,10.028574,-1.835974,-5.490601,14.809034,7.291934,3.031089,-6.547152,-0.381051,-22.395417,0,cluster1
208,15.900226,11.015843,-3.949076,-5.421319,13.509996,-3.775871,-6.928203,-12.26292,21.338866,0.433013,2,cluster2
209,6.789639,11.292971,2.546115,-5.386678,16.627688,5.334716,-2.303628,-18.221174,28.994531,4.243524,1,cluster2
210,18.342418,19.468251,1.524205,-0.744782,0.952628,-1.299038,-0.969948,-7.672985,8.469728,-8.920062,0,cluster0
211,8.729536,11.24101,-4.537973,-2.961807,6.581793,-10.56551,6.789639,-5.248114,12.557368,4.156922,2,cluster2
212,17.026059,12.003112,-23.729096,-1.887935,-0.017321,10.704074,4.052999,8.902741,-10.253741,-6.599114,0,cluster1
213,8.296523,10.530869,5.507922,1.247077,11.362253,-3.810512,1.229756,-8.244562,12.817176,6.616434,2,cluster2
214,6.737678,13.180907,-8.816139,1.281718,21.789199,-5.715768,4.052999,-5.161511,12.574689,-9.768767,2,cluster2
