@relation vowel_pca_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
66,6.001862,-1.142784,0.762711,-1.754521,class0,cluster5
67,6.235367,-1.417914,-1.700276,0.429713,class1,cluster2
68,6.117382,-1.091355,-1.216891,-0.356014,class2,cluster2
69,6.049009,-0.199664,-1.085868,-0.184558,class3,cluster2
70,6.047246,1.001441,-0.060164,0.703625,class4,cluster7
71,6.065238,-0.1299,0.303885,0.576749,class5,cluster7
72,5.92066,1.998039,-0.340155,-0.072439,class6,cluster7
73,5.903694,2.392528,0.821015,0.196506,class7,cluster7
74,5.931489,1.689297,1.190205,0.311043,class8,cluster7
75,5.936726,0.940747,1.16146,-0.387468,class9,cluster7
76,6.02637,0.070495,0.128163,-0.251955,class10,cluster2
77,6.003296,-1.163969,1.134636,-1.658965,class0,cluster5
78,6.208811,-1.356032,-1.641688,0.071681,class1,cluster2
79,6.12948,-1.074193,-1.3337,-0.271713,class2,cluster2
80,6.059396,-0.235747,-1.064841,-0.128302,class3,cluster2
81,6.026579,1.254599,-0.322322,0.499821,class4,cluster7
82,6.04837,0.092865,0.278469,0.43917,class5,cluster7
83,5.982863,1.752675,-0.037269,0.548061,class6,cluster7
84,5.890823,2.621041,0.520617,0.022911,class7,cluster7
85,5.908425,1.868049,1.111967,0.053875,class8,cluster7
86,5.948017,1.172813,1.186892,-0.235795,class9,cluster7
87,6.038189,-0.109484,0.228072,-0.22616,class10,cluster2
88,5.97922,-1.016791,1.460694,-1.642398,class0,cluster5
89,6.19322,-1.384066,-1.540137,-0.164795,class1,cluster2
90,6.126528,-1.127736,-1.18817,-0.382502,class2,cluster2
91,6.062666,-0.198639,-1.135781,-0.107728,class3,cluster2
92,6.013272,1.343609,-0.378527,0.40189,class4,cluster7
93,6.077557,-0.154755,0.433705,0.595372,class5,cluster7
94,5.997131,1.762197,-0.12561,0.641905,class6,cluster7
95,5.883674,2.743401,0.245093,-0.131815,class7,cluster7
96,5.922549,1.755448,1.310094,0.162372,class8,cluster7
97,5.947116,1.240763,1.223345,-0.198728,class9,cluster7
98,6.0091,0.139657,-0.174394,-0.508633,class10,cluster2
99,5.976625,-1.18695,1.780276,-1.571715,class0,cluster5
100,6.195212,-1.484959,-1.45694,-0.17969,class1,cluster2
101,6.132689,-1.166133,-1.216451,-0.310405,class2,cluster2
102,6.049611,-0.166684,-1.182261,-0.209454,class3,cluster2
103,5.996401,1.50657,-0.555211,0.238315,class4,cluster7
104,6.08789,-0.110288,0.239176,0.726107,class5,cluster7
105,5.995613,1.681438,0.135671,0.737144,class6,cluster7
106,5.902295,2.580619,0.579818,0.071041,class7,cluster7
107,5.936718,1.840438,1.281363,0.358386,class8,cluster7
108,5.918818,1.441319,1.39058,-0.244138,class9,cluster7
109,6.026414,0.285756,-0.406903,-0.394589,class10,cluster2
110,5.997395,-1.553064,1.845167,-1.458787,class0,cluster5
111,6.176667,-1.476828,-1.332823,-0.370879,class1,cluster2
112,6.132952,-1.060145,-1.33295,-0.258566,class2,cluster2
113,6.035702,-0.179333,-1.151675,-0.336719,class3,cluster2
114,5.966061,1.658508,-0.89938,-0.135686,class4,cluster2
115,6.072406,0.099808,0.090329,0.658305,class5,cluster7
116,5.996225,1.599129,0.303109,0.797963,class6,cluster7
117,5.887123,2.648521,0.946014,0.244909,class7,cluster7
118,5.925724,2.115339,0.939185,0.201723,class8,cluster7
119,5.866118,1.840207,1.392195,-0.524524,class9,cluster7
120,6.032467,0.258403,-0.12973,-0.265506,class10,cluster2
121,6.013533,-1.766534,1.540154,-1.589517,class0,cluster5
122,6.145694,-1.425103,-0.973093,-0.63182,class1,cluster2
123,6.1615,-1.052219,-1.385089,0.022428,class2,cluster2
124,6.034539,-0.19496,-1.181942,-0.381258,class3,cluster2
125,5.944912,1.719128,-0.918883,-0.311398,class4,cluster2
126,6.056964,0.376927,-0.118064,0.477179,class5,cluster7
127,5.975468,1.873689,-0.073227,0.521214,class6,cluster7
128,5.864488,2.916636,0.862158,0.240705,class7,cluster7
129,5.88082,2.278428,0.324477,-0.418751,class8,cluster7
130,5.834877,2.163664,1.112684,-0.890011,class9,cluster7
131,6.013451,0.306124,-0.172203,-0.396394,class10,cluster2
132,5.239612,-2.424998,-2.708842,-0.712513,class0,cluster2
133,5.225585,-1.546722,-2.479117,0.037296,class1,cluster2
134,5.166862,-1.426317,-1.337285,-0.046357,class2,cluster2
135,5.119782,-0.382376,-0.995421,0.457465,class3,cluster2
136,5.119132,0.208207,0.155415,1.187214,class4,cluster7
137,5.120899,-0.124297,-0.14457,0.944056,class5,cluster7
138,5.115804,0.543095,0.488102,1.559673,class6,cluster7
139,4.999811,2.123675,1.072774,1.281434,class7,cluster7
140,5.114636,0.016329,0.500028,1.072382,class8,cluster7
141,5.051384,1.009537,0.55101,0.647909,class9,cluster7
142,5.129781,-0.044752,-0.347829,0.429399,class10,cluster7
143,5.222163,-2.551156,-2.520729,-0.863149,class0,cluster2
144,5.228111,-1.568471,-2.503766,0.089165,class1,cluster2
145,5.180601,-1.350945,-1.618011,0.116765,class2,cluster2
146,5.136604,-0.470218,-0.974926,0.621516,class3,cluster2
147,5.133503,0.066665,0.185911,1.344604,class4,cluster7
148,5.117836,-0.01487,-0.215169,0.908613,class5,cluster7
149,5.114706,0.25874,0.7032,1.511894,class6,cluster7
150,4.9964,2.200677,1.018726,1.259853,class7,cluster7
151,5.086941,-0.248132,0.981858,0.816871,class8,cluster7
152,5.04165,0.929201,0.934536,0.617798,class9,cluster7
153,5.162603,-0.464498,-0.156886,0.686816,class10,cluster7
154,5.223466,-2.577954,-2.406614,-0.898472,class0,cluster2
155,5.235027,-1.540035,-2.512665,0.209863,class1,cluster2
156,5.186528,-1.406465,-1.680102,0.202131,class2,cluster2
157,5.148657,-0.535332,-0.974333,0.767385,class3,cluster2
158,5.137623,-0.007881,0.219691,1.398431,class4,cluster7
159,5.124821,-0.098535,-0.227377,1.00937,class5,cluster7
160,5.122052,-0.288024,0.968576,1.438623,class6,cluster7
161,5.001776,2.202226,0.913312,1.223317,class7,cluster7
162,5.10147,-0.083037,0.898976,0.86619,class8,cluster7
163,4.992079,1.045201,1.336286,0.438421,class9,cluster7
164,5.174669,-0.576364,-0.298018,0.716727,class10,cluster7
165,5.226325,-2.553038,-2.386976,-0.87045,class0,cluster2
166,5.239051,-1.562552,-2.462187,0.233742,class1,cluster2
167,5.192061,-1.429329,-1.72619,0.280328,class2,cluster2
168,5.149647,-0.590609,-0.932382,0.823679,class3,cluster7
169,5.136734,-0.118478,0.327153,1.454549,class4,cluster7
170,5.140556,-0.344439,-0.26728,1.081364,class5,cluster7
171,5.139361,-0.350598,0.859857,1.507152,class6,cluster7
172,5.030883,1.819312,0.897825,1.276197,class7,cluster7
173,5.129673,0.210792,0.537336,0.917419,class8,cluster7
174,4.978385,0.986521,1.525012,0.4155,class9,cluster7
175,5.190673,-0.431389,-0.606335,0.799093,class10,cluster7
176,5.238766,-2.483642,-2.513774,-0.796369,class0,cluster2
177,5.240523,-1.705722,-2.335356,0.130055,class1,cluster2
178,5.200194,-1.453063,-1.733038,0.280821,class2,cluster2
179,5.149566,-0.668742,-0.912349,0.804652,class3,cluster2
180,5.147952,-0.27314,0.343777,1.454014,class4,cluster7
181,5.152758,-0.463144,-0.462365,1.01279,class5,cluster7
182,5.138256,-0.124522,0.666778,1.51366,class6,cluster7
183,5.058584,1.588514,0.862733,1.418372,class7,cluster7
184,5.127253,0.287919,0.368765,0.803556,class8,cluster7
185,4.984872,0.81853,1.581982,0.391349,class9,cluster7
186,5.18776,-0.279805,-0.745317,0.77402,class10,cluster7
187,5.257648,-2.419823,-2.776968,-0.655515,class0,cluster2
188,5.237026,-1.835232,-2.075246,0.008698,class1,cluster2
189,5.194466,-1.648535,-1.495261,0.138695,class2,cluster2
190,5.150995,-0.748651,-0.921684,0.732741,class3,cluster2
191,5.147168,-0.438818,0.395613,1.324283,class4,cluster7
192,5.147634,-0.564128,-0.559676,0.875927,class5,cluster7
193,5.132498,-0.012666,0.494113,1.485575,class6,cluster7
194,5.041527,1.652802,0.964758,1.395224,class7,cluster7
195,5.149632,0.093233,0.112216,0.765538,class8,cluster7
196,4.989215,0.879529,1.417543,0.36762,class9,cluster7
197,5.17984,-0.283095,-0.682765,0.755522,class10,cluster7
198,4.283624,-2.107576,-2.080275,0.063077,class0,cluster2
199,4.222387,-1.321797,-1.792844,0.180029,class1,cluster2
200,4.081216,-0.890792,-1.126785,-0.55302,class2,cluster2
201,4.035208,-0.003328,-0.637481,-0.11538,class3,cluster2
202,4.062738,1.171887,-0.35559,0.704121,class4,cluster7
203,4.08337,0.439653,-0.213945,0.589359,class5,cluster7
204,4.120886,0.573243,1.241628,1.739299,class6,cluster7
205,4.132367,-0.219659,2.180046,1.912457,class7,cluster7
206,4.121235,0.497855,0.359511,1.037634,class8,cluster7
207,4.132174,-0.536194,0.386672,0.370018,class9,cluster7
208,4.173164,-0.700461,-0.02317,0.884008,class10,cluster7
209,4.289281,-2.174432,-2.143545,0.056454,class0,cluster2
210,4.240064,-1.356318,-1.873418,0.365248,class1,cluster2
211,4.111607,-0.95985,-1.181224,-0.336741,class2,cluster2
212,4.047664,-0.002848,-0.733959,-0.041315,class3,cluster2
213,4.09653,0.883888,-0.092077,0.958149,class4,cluster7
214,4.109126,0.370209,-0.182824,0.768432,class5,cluster7
215,4.12762,0.233876,1.552862,1.792198,class6,cluster7
216,4.132736,-0.382197,2.310178,1.918356,class7,cluster7
217,4.137459,0.045227,0.740754,1.252875,class8,cluster7
218,4.116945,-0.357018,0.439622,0.255427,class9,cluster7
219,4.174046,-0.602512,-0.056649,0.923959,class10,cluster7
220,4.28175,-2.232518,-2.044622,-0.082067,class0,cluster2
221,4.24165,-1.403612,-1.884873,0.356793,class1,cluster2
222,4.123322,-1.028621,-1.247353,-0.275076,class2,cluster2
223,4.041284,-0.026674,-0.692463,-0.119248,class3,cluster2
224,4.126625,0.401099,0.352515,1.243355,class4,cluster7
225,4.145564,0.157769,-0.152673,0.982775,class5,cluster7
226,4.121051,-0.347425,1.884915,1.697123,class6,cluster7
227,4.129179,-0.352316,2.298654,1.87207,class7,cluster7
228,4.149677,-0.359072,0.934683,1.236335,class8,cluster7
229,4.095401,-0.221861,0.702392,0.122813,class9,cluster7
230,4.176837,-0.645286,0.001639,0.925134,class10,cluster7
231,4.278263,-2.330841,-1.867233,-0.178052,class0,cluster2
232,4.241909,-1.401409,-1.869306,0.335423,class1,cluster2
233,4.126196,-1.113969,-1.215294,-0.266773,class2,cluster2
234,4.035002,-0.036674,-0.669412,-0.211579,class3,cluster2
235,4.142588,0.08389,0.577167,1.380273,class4,cluster7
236,4.16045,0.054825,-0.138117,1.103973,class5,cluster7
237,4.118102,-0.831526,1.982539,1.540553,class6,cluster7
238,4.127869,-0.378367,2.317702,1.901816,class7,cluster7
239,4.159151,-0.329259,0.715339,1.151721,class8,cluster7
240,4.080263,-0.124391,0.955216,0.052442,class9,cluster7
241,4.16865,-0.612784,0.062775,0.829557,class10,cluster7
242,4.274027,-2.34299,-1.738936,-0.232519,class0,cluster2
243,4.245806,-1.469187,-1.825974,0.335592,class1,cluster2
244,4.126685,-1.18078,-1.092977,-0.320331,class2,cluster2
245,4.090742,-0.258783,-0.663295,0.205461,class3,cluster2
246,4.138777,0.16411,0.529776,1.333282,class4,cluster7
247,4.181011,-0.311729,0.011084,1.190787,class5,cluster7
248,4.129553,-1.155559,1.89461,1.452905,class6,cluster7
249,4.142704,-0.424438,2.257873,1.977741,class7,cluster7
250,4.170867,-0.474104,0.655401,1.106014,class8,cluster7
251,4.081186,-0.076266,1.005189,0.062834,class9,cluster7
252,4.157415,-0.541281,0.110314,0.718098,class10,cluster7
253,4.272266,-2.356374,-1.659071,-0.278843,class0,cluster2
254,4.249926,-1.5257,-1.783736,0.335747,class1,cluster2
255,4.134226,-1.128571,-1.200255,-0.318011,class2,cluster2
256,4.113647,-0.368965,-0.730894,0.296372,class3,cluster2
257,4.13517,0.179585,0.567559,1.317883,class4,cluster7
258,4.197935,-0.700989,0.104261,1.126097,class5,cluster7
259,4.160251,-1.085454,1.60481,1.575738,class6,cluster7
260,4.157933,-0.545859,2.241802,2.03622,class7,cluster7
261,4.176213,-0.625913,0.548297,0.833136,class8,cluster7
262,4.062502,0.199786,1.001719,-0.029644,class9,cluster7
263,4.145007,-0.44901,0.128395,0.607932,class10,cluster7
264,3.112591,-3.363406,1.196841,-0.955282,class0,cluster5
265,2.987761,-1.852709,1.612332,-0.800508,class1,cluster5
266,3.039048,-1.593845,1.31452,-0.03941,class2,cluster5
267,3.042019,-0.852921,-0.35599,-0.155877,class3,cluster9
268,2.976984,0.782103,-0.396771,-0.437773,class4,cluster9
269,2.959883,0.165616,-0.439079,-0.788486,class5,cluster9
270,3.033178,1.232433,0.955946,0.54491,class6,cluster7
271,2.920858,2.626275,0.510494,0.214512,class7,cluster7
272,2.887479,1.311575,0.227717,-1.381052,class8,cluster8
273,2.863719,1.075273,1.145444,-1.237794,class9,cluster8
274,3.021509,-0.405186,-0.178845,-0.886849,class10,cluster9
275,3.100053,-3.197086,1.326952,-0.898771,class0,cluster5
276,2.985901,-1.623757,1.883094,-0.606516,class1,cluster5
277,3.013459,-1.520088,1.395031,-0.180122,class2,cluster5
278,3.053348,-0.897643,-0.385511,-0.089142,class3,cluster9
279,2.973328,0.749618,-0.432109,-0.570909,class4,cluster9
280,2.978851,0.045878,-0.572536,-0.776012,class5,cluster9
281,3.04215,1.333521,0.689458,0.551663,class6,cluster7
282,2.897792,2.829758,0.586972,0.215203,class7,cluster7
283,2.868004,1.352128,0.188836,-1.521978,class8,cluster8
284,2.873246,0.97707,1.061662,-1.328755,class9,cluster8
285,3.015137,-0.434477,-0.169509,-0.936416,class10,cluster9
286,3.087351,-2.990295,1.679097,-0.746463,class0,cluster5
287,3.010613,-1.783049,1.770881,-0.594272,class1,cluster5
288,3.016107,-1.56746,1.439686,-0.139897,class2,cluster5
289,3.053583,-0.919464,-0.150304,-0.048949,class3,cluster9
290,2.952262,0.791992,-0.519564,-0.807029,class4,cluster9
291,2.971287,-0.166207,-0.470102,-0.920239,class5,cluster9
292,3.010404,1.580151,0.764901,0.508873,class6,cluster7
293,2.893886,2.861292,0.337356,-0.035276,class7,cluster7
294,2.902933,1.26701,0.301918,-1.218293,class8,cluster8
295,2.891905,0.838693,0.984205,-1.437404,class9,cluster8
296,2.997145,-0.333509,-0.072569,-0.999428,class10,cluster9
297,3.081391,-2.84324,1.754756,-0.727946,class0,cluster5
298,3.027902,-1.935794,1.61729,-0.663144,class1,cluster5
299,3.03174,-1.499311,1.62646,0.087484,class2,cluster5
300,3.043007,-0.940262,-0.212057,-0.174487,class3,cluster9
301,2.968644,0.709709,-0.418847,-0.6537,class4,cluster9
302,2.953858,-0.32952,-0.195341,-1.186711,class5,cluster9
303,2.956944,2.002645,0.713673,0.251683,class6,cluster7
304,2.893795,2.834316,0.569894,0.003763,class7,cluster7
305,2.902216,1.268058,0.474012,-1.131154,class8,cluster8
306,2.874906,1.134251,1.002331,-1.438374,class9,cluster8
307,2.994022,-0.381891,0.018293,-0.976044,class10,cluster9
308,3.045274,-2.540162,1.914086,-0.841855,class0,cluster5
309,2.99616,-1.622488,1.892066,-0.655354,class1,cluster5
310,3.012758,-0.718694,1.901739,0.307918,class2,cluster7
311,3.048037,-0.940483,-0.250409,-0.134612,class3,cluster9
312,2.968431,0.651552,-0.232066,-0.63055,class4,cluster9
313,2.969701,-0.556648,0.068521,-1.182124,class5,cluster9
314,2.868613,2.452069,0.169297,-0.512431,class6,cluster9
315,2.897021,2.78322,0.774259,0.169651,class7,cluster7
316,2.884883,1.363221,0.688143,-1.103343,class8,cluster8
317,2.85083,1.529725,0.986692,-1.429384,class9,cluster8
318,2.994713,-0.469359,-0.012859,-0.961919,class10,cluster9
319,3.037121,-2.50607,1.962349,-0.843682,class0,cluster5
320,2.960655,-1.29194,2.178794,-0.546034,class1,cluster5
321,3.000052,-0.923844,1.889464,0.011328,class2,cluster5
322,3.040132,-0.862272,-0.14357,-0.140783,class3,cluster9
323,2.963881,0.719488,-0.386016,-0.729371,class4,cluster9
324,2.986162,-0.669468,0.438823,-1.005817,class5,cluster5
325,2.894497,2.003395,0.090758,-0.644058,class6,cluster9
326,2.912066,2.607728,0.868895,0.245193,class7,cluster7
327,2.891105,1.141789,0.537365,-1.257127,class8,cluster8
328,2.873022,1.664947,1.118271,-1.149661,class9,cluster8
329,3.011255,-0.533774,0.082858,-0.770884,class10,cluster9
330,1.992152,-2.227296,0.559215,-1.885846,class0,cluster5
331,1.937085,-1.27891,1.422085,-1.326616,class1,cluster5
332,2.021603,-1.555414,0.268502,-0.704982,class2,cluster5
333,1.993388,-0.49577,0.012307,-0.334645,class3,cluster9
334,2.036532,0.916095,-0.543116,0.058525,class4,cluster9
335,2.020154,0.323527,-0.537532,-0.227699,class5,cluster9
336,1.970845,1.417292,-0.401171,-0.440561,class6,cluster9
337,1.934813,1.988257,0.956535,0.280382,class7,cluster7
338,2.019309,0.988213,-0.841035,-0.701232,class8,cluster9
339,1.833937,1.619517,0.41804,-1.622882,class9,cluster8
340,2.08142,-0.187033,-0.457967,-0.345462,class10,cluster9
341,1.960194,-2.100168,0.408521,-2.082899,class0,cluster5
342,1.962414,-1.490014,0.963078,-1.494228,class1,cluster5
343,2.014468,-1.574586,0.305737,-0.833236,class2,cluster5
344,2.009799,-0.521158,0.026628,-0.236767,class3,cluster9
345,2.050041,0.796893,-0.406929,0.201416,class4,cluster9
346,2.043943,0.182264,-0.524264,-0.084665,class5,cluster9
347,1.952709,1.405507,-0.567166,-0.696356,class6,cluster9
348,1.966481,1.748383,1.092426,0.521662,class7,cluster7
349,2.048672,0.96998,-0.315329,-0.249687,class8,cluster9
350,1.836047,1.703494,0.428953,-1.57018,class9,cluster8
351,2.094919,-0.25671,-0.435059,-0.222856,class10,cluster9
352,1.95947,-2.156038,0.696441,-2.03336,class0,cluster5
353,1.988515,-1.66031,0.788041,-1.501947,class1,cluster5
354,1.990166,-1.495837,0.586878,-0.911297,class2,cluster5
355,2.001215,-0.454147,0.023497,-0.329096,class3,cluster9
356,2.030315,0.860235,-0.499226,0.023348,class4,cluster9
357,2.066448,0.073067,-0.601036,0.003984,class5,cluster9
358,1.964018,1.329571,-0.718103,-0.73787,class6,cluster9
359,1.981449,1.886423,0.840007,0.576113,class7,cluster7
360,2.067468,0.665325,-0.425685,-0.285919,class8,cluster9
361,1.857086,1.932021,0.49497,-1.237818,class9,cluster8
362,2.09477,-0.273671,-0.363208,-0.194204,class10,cluster9
363,1.948458,-2.08382,1.133502,-2.004881,class0,cluster5
364,2.009118,-1.753865,0.577291,-1.504162,class1,cluster5
365,1.966236,-1.347024,0.88344,-0.913143,class2,cluster5
366,1.973641,-0.342809,0.164874,-0.469491,class3,cluster9
367,2.005822,1.008314,-0.695499,-0.2214,class4,cluster9
368,2.093532,-0.118827,-0.567906,0.086751,class5,cluster9
369,1.964779,1.26869,-0.832427,-0.742891,class6,cluster9
370,1.987989,1.993286,0.668047,0.557287,class7,cluster7
371,2.064398,0.520953,-0.202927,-0.217743,class8,cluster9
372,1.811963,2.225303,0.702878,-1.311686,class9,cluster8
373,2.103457,-0.284533,-0.406634,-0.128323,class10,cluster9
374,1.942803,-1.924106,1.338269,-1.9373,class0,cluster5
375,2.014094,-1.747982,0.435393,-1.546976,class1,cluster5
376,1.963961,-1.381627,0.832986,-1.032825,class2,cluster5
377,1.982246,-0.35157,0.265255,-0.396278,class3,cluster9
378,2.018382,1.018493,-0.708503,-0.139072,class4,cluster9
379,2.104553,-0.401758,-0.4087,-0.002915,class5,cluster9
380,1.941665,1.234271,-0.64708,-0.844091,class6,cluster9
381,1.993384,1.873219,0.814603,0.64698,class7,cluster7
382,2.067281,0.171731,0.217093,-0.189993,class8,cluster9
383,1.786389,2.462543,0.759676,-1.348899,class9,cluster8
384,2.115364,-0.355981,-0.374656,-0.035604,class10,cluster9
385,1.938229,-1.805542,1.346392,-1.923376,class0,cluster5
386,2.024535,-1.715351,0.363243,-1.532342,class1,cluster5
387,1.977043,-1.542573,0.552908,-1.156226,class2,cluster5
388,1.978136,-0.295635,0.404779,-0.398345,class3,cluster9
389,2.029281,1.021551,-0.761831,-0.083142,class4,cluster9
390,2.098168,-0.557347,-0.252109,-0.232961,class5,cluster9
391,1.949312,1.113447,-0.158075,-0.685063,class6,cluster9
392,1.993744,2.052157,0.240796,0.426344,class7,cluster7
393,2.061528,-0.415578,0.586439,-0.285945,class8,cluster9
394,1.793166,2.53745,0.567885,-1.402736,class9,cluster8
395,2.11321,-0.358267,-0.365528,-0.053713,class10,cluster9
396,1.039211,-2.757201,0.700081,-1.558656,class0,cluster5
397,1.05736,-2.310819,-0.060515,-1.233728,class1,cluster5
398,1.053245,-1.656439,0.48812,-0.065865,class2,cluster5
399,0.963568,0.109602,-0.424198,-0.307578,class3,cluster9
400,1.020806,1.251574,-0.699317,0.208192,class4,cluster9
401,0.948934,1.037591,-0.586045,-0.331183,class5,cluster9
402,1.119467,0.939404,0.163965,1.160956,class6,cluster7
403,0.925739,2.42325,-0.217309,-0.612249,class7,cluster9
404,0.922081,1.108202,-0.059473,-1.397031,class8,cluster8
405,0.810763,1.491158,1.551177,-1.510728,class9,cluster8
406,1.02301,-0.439389,-0.26924,-0.654309,class10,cluster9
407,1.017524,-2.632068,0.987192,-1.612773,class0,cluster5
408,1.056314,-2.274546,0.042294,-1.225987,class1,cluster5
409,1.039105,-1.773116,0.331618,-0.265004,class2,cluster5
410,0.977578,0.100231,-0.34123,-0.19626,class3,cluster9
411,1.030781,1.30456,-0.723029,0.284702,class4,cluster9
412,0.937612,0.952728,-0.497538,-0.365803,class5,cluster9
413,1.11921,0.984655,0.273661,1.289536,class6,cluster7
414,0.881765,2.504475,-0.255615,-1.005685,class7,cluster8
415,0.936199,1.058631,0.141559,-1.235801,class8,cluster8
416,0.821361,1.325781,1.445476,-1.698814,class9,cluster8
417,0.969525,-0.195174,-0.190748,-0.893158,class10,cluster9
418,1.000742,-2.547164,1.131691,-1.680775,class0,cluster5
419,1.041445,-2.187394,0.377261,-1.190771,class1,cluster5
420,1.037497,-1.683677,0.50463,-0.200112,class2,cluster5
421,0.984391,0.073787,-0.219128,-0.053675,class3,cluster9
422,1.031858,1.333336,-0.767947,0.27831,class4,cluster9
423,0.971005,0.620089,-0.272072,-0.189016,class5,cluster9
424,1.102402,1.178362,0.122789,1.131432,class6,cluster7
425,0.837519,2.577159,-0.451967,-1.456365,class7,cluster8
426,0.904993,0.930813,0.289328,-1.458188,class8,cluster8
427,0.863813,1.023707,1.447406,-1.645768,class9,cluster8
428,0.919096,0.010723,0.006292,-1.004806,class10,cluster9
429,0.985045,-2.482784,1.256297,-1.818299,class0,cluster5
430,1.017941,-2.036057,0.809793,-1.128978,class1,cluster5
