@relation 'AT: waveform-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.305x7-0.302x15+0.297x8-0.293x14+0.283x6... numeric
@attribute 0.466x11+0.393x10+0.384x12-0.24x17+0.236x9... numeric
@attribute 0.402x28+0.368x29+0.309x32+0.308x35-0.28x38... numeric
@attribute -0.462x25-0.408x33-0.35x27+0.277x32+0.263x23... numeric
@attribute '-0.418x30-0.366x40+0.337x26+0.29 x21+0.286x36...' numeric
@attribute 0.452x26+0.331x36+0.323x38+0.321x34-0.289x37... numeric
@attribute -0.457x1+0.383x28+0.332x31-0.283x38-0.269x29... numeric
@attribute 0.405x39-0.322x27-0.288x32+0.274x22+0.268x21... numeric
@attribute -0.494x34-0.375x35+0.344x28+0.291x22+0.281x23... numeric
@attribute -0.511x36+0.395x38+0.248x25-0.228x1-0.228x24... numeric
@attribute '0.478x1-0.39x24+0.315x22+0.3  x40+0.287x37...' numeric
@attribute 0.494x39-0.315x29-0.304x34-0.276x21+0.263x24... numeric
@attribute '0.401x31+0.397x24+0.384x1+0.381x32+0.34 x21...' numeric
@attribute 0.473x23-0.449x21+0.336x33-0.316x40+0.242x35... numeric
@attribute '0.526x27+0.38 x29-0.33x28-0.321x30+0.261x22...' numeric
@attribute 0.505x37-0.386x33+0.302x39+0.273x29-0.252x27... numeric
@attribute '0.487x26-0.384x22+0.335x40-0.293x35+0.25 x33...' numeric
@attribute -0.476x35-0.383x40-0.356x24+0.328x27-0.233x26... numeric
@attribute '0.409x32+0.382x25+0.37 x40-0.322x37-0.314x26...' numeric
@attribute -0.397x31-0.353x29+0.298x34+0.283x26+0.273x27... numeric
@attribute -0.432x31-0.423x23+0.407x32+0.287x22+0.278x30... numeric
@attribute 0.387x21+0.347x30+0.345x20+0.334x28+0.306x29... numeric
@attribute '0.433x38+0.431x2-0.353x25+0.3  x28+0.242x33...' numeric
@attribute 0.814x2-0.302x33+0.182x30-0.17x40-0.158x38... numeric
@attribute -0.777x20+0.312x36+0.309x28-0.204x34-0.173x25... numeric
@attribute 0.686x3+0.644x19-0.163x4+0.123x11+0.117x12... numeric
@attribute 0.689x19-0.647x3-0.157x18+0.104x4-0.096x16... numeric
@attribute 0.795x18-0.405x4+0.258x10-0.164x13+0.125x9... numeric
@attribute 0.825x4+0.392x18+0.233x12+0.199x10-0.119x5... numeric
@attribute 0.713x10-0.606x12-0.217x9-0.156x5-0.103x18... numeric
@attribute '0.608x12-0.474x11-0.375x9+0.36 x10-0.26x13...' numeric
@attribute -0.7x13+0.435x17+0.322x9-0.266x5+0.247x11... numeric
@attribute -0.619x11-0.534x5+0.462x9-0.201x6-0.2x16... numeric
@attribute 0.652x14+0.482x5+0.393x9-0.249x11+0.178x10... numeric
@attribute class {0,1,2}

@data
2.696905,0.804611,-1.103924,-1.983341,0.303362,0.726242,0.14022,-0.481392,-0.120341,0.504284,0.394439,-3.103832,0.644276,0.158641,-0.292324,1.199328,-0.370449,-1.345297,1.377112,0.239104,-1.004849,0.822814,-1.729157,-0.395206,0.591753,0.43444,0.524461,0.440557,-1.000841,-0.304271,0.193007,0.16471,0.858045,0.528789,1
-2.889714,0.074333,-1.708887,-0.693317,2.32382,1.714559,-0.437862,-0.214738,1.850206,-1.850335,-0.240719,-0.429196,0.553735,-2.116009,-0.173916,-0.398809,1.72729,0.833133,0.291073,-0.22548,-0.73736,0.972421,-2.319858,-0.794738,-0.017954,1.184064,1.404458,-0.476525,-0.043963,-0.368621,-0.122191,0.087193,-0.858544,0.007109,2
-1.524739,2.590044,-1.302073,0.307968,1.70913,0.868377,0.760273,0.468013,-1.369236,-0.658139,0.341528,-0.324586,-0.132581,0.230709,-0.644827,-1.067415,-0.881318,1.076936,-1.04135,-1.711037,-0.881906,-0.401223,-0.367861,-0.149555,0.169079,0.956577,-0.681528,-0.575582,0.349572,0.556703,0.421811,-1.39705,-0.095008,0.438988,2
-1.207647,3.166043,-1.370062,0.282318,1.860743,-0.262594,-0.281879,-1.566235,-1.478225,-0.817154,-1.76961,-1.364652,-1.122241,0.142991,1.034491,1.316782,0.189976,1.762275,-1.184954,1.461627,1.197541,-0.13909,-0.192175,-0.450756,-0.435559,-1.05833,-1.473834,-0.34827,1.121105,-0.483802,-0.946632,-0.56244,0.369191,-0.416297,2
-3.68531,-0.61516,-1.245174,0.500279,-0.200496,0.118875,-0.090897,0.802231,-0.26235,0.034515,-2.093171,1.551628,-0.85439,-0.135444,0.158005,-0.900666,1.24538,0.825685,-0.673845,0.100327,-0.944554,-0.132575,0.27572,0.581395,0.317846,0.634469,0.501739,-0.344386,0.092004,0.505234,0.403673,0.206743,-0.418405,-0.18503,2
-1.798372,1.36496,-0.949344,-1.216716,0.303249,-0.10565,0.901617,0.121022,-0.400353,0.700304,1.520398,0.871947,-0.860071,-0.921427,-0.27633,-0.520085,0.697308,0.363238,1.07285,0.660832,1.093714,0.37165,-0.350427,-0.664323,-0.47977,-0.789697,-0.229333,-0.700878,1.392746,-0.168905,0.395345,-0.477746,0.544024,-0.915398,2
-2.439833,1.196028,-0.106704,-1.35429,-0.857339,-0.115567,-0.052626,-0.145225,0.159378,1.433192,1.753874,2.128115,-0.576307,-0.08889,-1.056961,0.327576,0.433864,0.055183,2.452187,0.124373,-2.01334,-0.356614,-0.881588,2.018209,-0.096896,-0.178033,1.00007,0.394619,0.570352,-1.351516,-0.172816,-0.190985,-0.998218,-0.569162,2
-3.368188,0.385096,-0.560887,0.804326,3.047856,-0.572277,0.883963,-0.749795,0.924277,0.34014,-1.699478,1.115395,0.079582,-0.290715,1.267601,1.030369,0.952922,1.74967,-0.003933,-1.711553,0.848404,0.178883,-0.311275,-1.161519,-0.04876,0.068657,1.090156,0.043537,0.646708,0.443519,0.030699,0.948776,-0.203551,-0.113533,2
2.804848,0.894529,0.860417,0.115357,1.14739,1.299308,-2.263518,2.482309,0.721118,0.04487,1.279988,-0.632344,-1.548324,1.439957,-1.875936,0.986241,1.876773,1.499251,0.641354,0.880276,-1.268197,0.018368,-0.056988,0.396593,1.227759,0.307913,0.485432,0.935547,0.18664,-0.610926,-0.710224,0.292879,-0.865739,-0.417622,1
-1.217714,-0.807265,-0.527562,0.419093,2.194784,-0.553352,1.198984,0.256482,1.426997,-1.462835,0.279631,-0.057479,0.278197,-1.422764,-0.54939,-1.458939,1.243945,-0.387385,-0.385494,-1.000352,-0.622826,0.988472,-0.856366,0.713098,-0.692047,-0.670806,0.095241,0.206777,-0.08732,-0.031139,0.282261,-0.330328,0.524784,0.764677,0
-0.033691,3.14843,-0.241545,-0.176625,0.919817,0.708673,0.559867,-1.20525,-0.94221,-0.469435,0.939665,1.231457,0.126326,-0.385669,1.831446,1.695644,-0.211284,-0.749179,1.453745,0.610774,0.459287,0.402541,0.470437,-1.147022,-0.639519,-2.230349,-0.322727,0.138934,1.957248,0.226185,0.687037,-0.218218,-0.975378,-0.575812,2
-0.84522,-1.385277,0.179716,0.907158,-0.328968,-1.290481,1.966221,0.578026,-0.893147,-1.299599,0.204371,-1.26185,1.164817,-0.281535,-0.683943,-1.89404,-0.204189,1.188363,-1.8055,0.219932,-0.875917,0.012015,0.462287,-0.419716,0.184857,-0.628907,-0.193742,-0.525035,-1.112585,0.196047,0.007251,-0.416059,-0.07377,0.370662,0
2.219694,-1.689528,-0.95644,-1.214308,-0.369504,-0.425925,-0.824527,-1.171692,-1.347009,0.935224,0.760624,-0.594252,-0.349472,1.257007,-0.368288,-1.468682,0.157452,-0.875701,0.224602,-1.023915,0.048241,-1.285259,-0.781051,1.638753,0.796571,-1.263363,0.701731,0.134708,1.133699,-0.48884,0.118971,-0.211655,0.056387,0.290503,0
-3.027131,0.955699,0.90646,-0.898801,0.680661,1.132525,1.432,-0.263372,0.206969,0.543988,-0.370875,0.613789,-0.129586,-0.972911,1.42372,0.128175,0.952783,-0.279486,0.555647,-0.335107,1.262042,0.469774,1.405059,1.69291,-0.570473,0.620778,-1.506046,-0.61672,1.111157,-1.105564,-1.251673,-0.254187,0.215136,0.299628,2
4.309642,-1.646624,-0.293698,-0.472732,0.803695,0.486776,0.608479,1.853635,-1.145456,-0.183506,1.762083,-1.475826,1.111952,0.887863,0.10917,-0.949203,-0.674947,-0.173582,-0.446924,0.395396,-0.281531,-0.1417,0.015834,-1.102491,-1.213186,-0.049966,0.094356,0.576392,-1.22111,0.986001,0.090371,-0.629829,-0.823564,-1.010718,1
2.62021,0.356318,0.086342,-1.213574,0.643036,-0.474858,-1.797354,0.978278,0.529834,0.670569,1.354751,0.026141,-0.11768,-0.629407,0.027518,-1.574132,-0.722168,-0.083441,0.460008,-2.234239,0.37147,-0.005363,1.391981,-0.582666,-2.070878,0.949059,0.940669,0.81491,0.793594,0.105758,0.115583,0.206215,0.333188,-0.598103,1
-1.304571,2.405944,0.888042,-0.35968,-0.009936,0.745564,-0.934758,-0.92744,1.203012,-0.85161,-0.286912,0.830019,0.445454,-1.801029,1.650396,0.860619,-1.313788,0.344621,1.531179,-1.752543,-1.148514,-0.1872,0.070472,0.307914,0.401362,0.484098,0.59457,0.191434,0.284612,-1.338683,-0.259685,-0.654643,-0.377112,0.911058,2
3.361818,-1.486068,-0.045022,-0.712921,-0.872639,0.856977,2.161509,-0.311614,0.319856,0.211947,0.152666,0.532289,-0.653389,1.021865,1.771001,1.098379,0.598832,-0.829748,-0.838677,-0.127874,-1.619461,0.436266,0.034836,-1.729555,-0.128142,-0.341478,0.460724,-0.318975,-1.287409,-0.770315,0.546149,0.721843,0.92601,0.072983,0
-0.246265,-2.386015,0.943205,0.81438,-0.26892,0.269649,0.220541,0.024791,0.258924,-0.872188,1.19157,-0.284879,-0.3173,1.009323,-2.294302,-1.433228,2.302898,-1.137847,1.396245,-0.489407,-1.208587,0.89755,-1.060341,0.969146,-0.853351,0.808967,-0.260515,0.305889,-0.595654,-0.78764,0.362884,0.272743,0.313777,-1.226885,0
-0.708219,-2.219326,4.09094,1.822865,0.252176,0.390125,-1.188835,0.080518,0.881102,-1.273315,-0.552354,-0.075335,0.858748,0.783142,2.949242,-0.900242,1.947452,0.120201,-0.82271,-0.339561,0.632761,-1.10444,-0.526883,1.104072,0.258556,-0.215415,0.669839,-0.445648,-0.659425,-0.791169,0.625728,-0.311017,0.585625,-0.381195,0
-4.269548,-0.955883,1.327242,0.99614,1.635609,-1.18761,-0.632263,1.315797,1.552698,-0.784238,0.480358,0.198726,1.424112,0.744,-0.103884,1.007257,-0.0931,0.787201,-0.208816,-0.307626,-1.849583,0.669708,-0.892372,0.57982,-0.940012,0.871082,-0.037023,-0.293154,-0.289653,-0.02621,-0.405233,-0.262543,-0.176033,0.922879,2
2.05854,2.055856,1.5783,-0.560116,0.951076,-1.182601,1.297047,-0.31486,-0.998567,-1.903636,-2.069706,-1.015668,-0.672715,0.220117,0.080684,-1.253754,-1.778427,1.980755,1.760309,0.564168,0.169461,1.642098,-0.034321,-0.361521,0.241746,-0.41206,-1.139226,0.565221,-0.157821,-0.309747,-0.626501,0.507849,0.24156,-0.238233,1
-2.225083,0.06842,0.089817,-1.639167,-1.29007,1.731816,0.694086,0.427652,-0.964318,0.470972,-1.520698,0.25348,-0.157519,1.108277,1.03322,-0.783934,-0.160866,0.691699,-0.259271,0.700818,0.183925,-0.767786,-0.436073,-0.40457,0.365079,-0.183373,0.598301,0.900411,0.249961,0.000237,0.220518,0.475854,0.052826,-0.861779,2
-2.273723,-0.632025,0.211949,-0.75849,1.062793,0.399598,0.511414,0.773558,0.510119,-0.209841,1.54165,0.364353,0.073662,-1.421963,-1.432092,1.318994,0.275945,1.987378,1.727455,-0.463716,-0.178674,1.120131,-0.564944,-1.570632,1.708087,0.250951,0.137372,0.030339,-0.930024,0.673278,0.8424,-0.09694,-0.490527,0.251337,0
-2.069776,1.85392,-0.922361,1.719978,-0.902295,-0.410099,-0.477497,0.599307,-0.754051,0.822885,-2.765128,-1.838533,-1.963861,0.677348,-0.959932,-1.540383,1.186716,2.611094,0.38791,0.319043,0.442617,-0.715153,-0.006156,-0.206498,-1.219432,-0.124517,0.185173,0.282563,0.754157,-0.210408,0.208378,1.251942,0.098824,0.499368,2
-4.231811,-2.29225,-0.982407,-0.756374,-0.684465,-2.600226,1.931337,0.859576,0.826615,0.614785,-0.603018,-0.510122,0.071918,0.409726,-0.725489,-0.30524,0.943136,-0.513229,-0.461307,1.045073,-1.917376,0.137354,-0.713319,0.888489,1.124264,0.989722,0.447017,0.147382,-0.230415,0.770316,0.151061,0.008461,0.132903,-0.09887,0
3.191056,0.579994,0.064131,0.714945,-0.627524,0.804322,1.307998,-0.076838,0.770016,0.252038,-1.857481,0.946332,-0.41575,-0.877084,-0.691461,-0.402124,0.840892,0.280785,0.581746,-0.084128,0.500189,-0.39355,-0.816293,-1.027623,-1.845243,-1.918824,0.567972,0.044563,-0.365236,0.906213,-0.084614,0.542741,0.643921,0.008224,1
-0.883012,-1.602695,-1.173761,-0.064633,0.016133,-0.363936,-1.114676,-1.109221,-0.140203,2.111089,-0.431646,1.617461,0.314148,-1.761057,0.8508,0.234882,0.774244,0.617812,-0.099403,0.734446,1.452619,-1.597365,-0.544357,0.439254,0.756547,-1.04894,0.329132,-0.614103,0.842868,-0.354476,-0.268858,-0.646758,0.651468,0.703786,0
2.660264,0.016216,0.6709,0.047252,-0.968569,0.602885,0.767687,-0.139126,0.164114,-0.705039,-0.181668,0.252984,-0.124315,-0.759937,0.472388,0.177603,-0.379405,1.383866,0.284202,1.056321,0.491586,-0.613241,0.070066,0.175458,0.147267,1.654113,-0.01257,0.330644,1.378326,0.659408,-0.306213,0.89391,0.188794,0.78128,1
0.033174,-2.689185,1.9038,2.059303,-0.680674,-0.007472,1.3048,-0.531332,-0.301453,0.472105,-0.442725,0.175084,-0.567116,0.421638,-1.716585,-0.307603,-0.703184,0.851212,-1.92498,1.905948,-0.518041,0.694789,1.523097,0.137672,-0.143927,-0.490124,0.246539,-0.365575,0.892918,-0.147716,-1.412293,-0.070806,-0.075078,-0.931694,0
1.935394,2.647526,0.374448,0.498679,1.850058,-1.074004,0.544433,0.573218,-1.671339,-0.762523,0.001541,-0.960896,-1.628385,-1.687185,-1.104799,0.870863,0.363334,1.714694,-1.34728,1.820452,1.113559,-0.397641,-0.297544,3.542213,-0.027587,-0.191448,-0.046202,-0.720977,-0.333809,0.511865,-0.55944,0.865735,-0.778191,-0.260519,1
-1.025658,-1.412093,1.081077,0.6437,2.75313,-0.060766,-0.282773,-1.321471,1.212474,0.081523,-1.138934,-0.170528,0.40096,-0.225052,0.816766,0.524121,-0.263297,-0.481623,0.849432,1.076857,-0.152436,0.8689,0.924365,-1.064192,0.667034,0.563653,0.746791,0.046064,-0.406265,-0.357345,-0.111174,-0.388426,0.255456,-0.023085,0
-2.973723,0.463155,-1.353826,1.678923,1.703433,0.568865,2.324133,-1.340789,2.016325,-0.347365,0.171898,-1.015526,0.343227,-0.033611,-0.928137,-0.103036,0.334468,0.517675,-0.469621,-0.590929,0.570782,0.072996,0.450446,-1.744178,0.118209,0.316422,0.568662,0.023531,-0.516426,-0.512581,0.758715,-1.599421,1.019007,-0.505483,2
-0.072033,2.758751,0.616753,1.556845,-0.476015,0.440299,1.984333,-0.111262,-0.320127,-1.738755,-1.090932,-0.074945,1.769865,-0.398719,0.277859,2.323153,0.253679,0.579809,1.148154,0.10847,-0.392022,-1.81819,1.295751,0.925405,0.875995,1.912005,-0.716796,0.949659,-0.847176,0.384892,0.198618,-0.802471,-0.749414,-1.124323,2
3.051873,0.573457,0.01423,0.77061,0.392158,-1.040642,0.205231,0.152783,2.460806,-0.649907,-0.500165,-1.035357,-0.099072,0.130984,1.424121,-0.077783,-0.307997,-1.310079,0.478483,-0.213971,0.068774,-0.496329,-0.143849,-0.077178,-0.177077,0.12648,-0.656158,1.204836,0.005368,-0.964158,0.51205,-0.506743,-0.759298,-0.196982,1
-2.604478,-2.021177,-1.387437,0.426421,-0.585165,-0.188521,1.182995,-1.40938,1.049729,-0.85311,0.017721,0.086888,-1.186839,-0.500788,-1.967092,-0.122396,-0.456645,1.560682,-1.009738,-0.648258,-0.288593,0.345818,0.217192,0.533578,-0.363679,-0.729734,-0.981502,-1.218539,-0.270911,0.033509,0.805086,0.39,0.080169,-0.17101,0
-5.414617,-0.681578,2.145087,-0.274249,0.095864,0.114509,-1.152636,-3.019002,1.966298,-0.875035,0.117315,-0.86813,-2.013172,-1.899139,-1.650021,-0.956504,-0.153814,0.170651,0.062774,0.680803,-1.302135,2.377656,1.499601,-0.834583,-1.395367,-2.06608,0.969706,-0.424857,0.095744,0.021981,0.234764,0.536653,-0.74932,-0.236609,2
1.692415,2.778854,-1.023736,-0.612119,-1.046841,0.551114,-1.195282,-1.471612,-2.659954,0.999694,0.670821,-0.143751,-0.138966,-0.514925,-0.468907,1.025129,-1.043764,-0.695335,-0.216127,0.383347,0.745427,0.87393,0.305094,0.310779,0.668336,0.337008,0.290271,1.031687,0.748475,0.633006,0.470831,0.413746,0.590141,1.04778,1
1.684657,3.42649,0.714187,1.429462,-0.656973,1.561404,0.008431,-0.946562,1.061484,-1.550513,-0.485746,0.806958,-1.001006,0.352158,-0.254001,0.911797,1.075055,0.489288,0.476285,0.761298,-0.612893,-0.71779,-0.582978,0.143795,-0.460592,-0.124074,-0.611898,0.313068,-0.745541,-0.826609,-0.370579,0.328206,-0.715111,0.556036,1
-0.182933,3.164139,-0.035027,1.902162,0.928301,0.017788,-0.39278,0.023591,0.530966,1.320474,-0.942262,-0.027348,0.681449,-1.477527,0.330202,-1.760663,-0.325556,-0.364546,-1.255987,-0.836718,-0.842018,-1.022499,-0.128717,0.302113,-1.350367,-1.522937,-0.977438,0.433027,-1.303107,1.312319,0.428239,-0.511883,0.972629,0.666893,1
-3.357418,0.606634,2.147296,0.10733,0.600721,-0.450912,-1.314139,1.132581,-0.090284,-1.360081,-0.535802,-0.418955,-0.586681,1.411918,0.249954,-0.571531,0.45615,0.454365,1.300246,-2.402597,-0.044379,0.74472,0.482014,-0.379852,-0.049243,-0.494914,-0.5621,1.363953,0.813741,0.262666,-0.399569,-1.06944,0.196508,-0.535199,2
-0.747661,-1.445236,1.758044,-1.338049,-1.50028,2.003184,0.063845,-0.13597,1.111158,-0.434153,-1.710174,0.87422,-1.249891,-0.809538,-0.383863,0.428088,-0.533855,0.063792,0.273809,-0.337522,-0.460723,-0.290171,0.791267,-1.759469,0.094858,-0.009355,1.307244,0.110008,0.698594,0.189261,0.837617,0.322884,0.314801,0.879049,0
-2.963419,-1.329722,0.152316,-0.427454,-0.212458,-0.570409,-0.867761,-0.431367,0.127031,-0.834868,0.992878,0.404631,1.136332,0.283057,0.126293,0.418581,-0.610869,-1.053217,0.844749,1.988357,0.939574,-0.121964,-0.502232,-0.036168,-1.123775,0.917434,0.901407,0.30657,0.261282,0.20556,0.971792,0.074579,-0.150265,-1.219826,0
-1.689193,-0.704918,1.41239,0.20128,1.024801,0.412356,-1.204151,0.370448,0.642686,1.247695,-0.072519,-1.542651,0.563006,-2.316293,0.390376,0.086567,0.732074,-2.671513,0.240546,-0.938604,0.409743,-0.949996,-0.981414,0.684361,-0.052114,1.04732,-1.769766,-1.104484,1.116096,-0.055369,-1.472363,-0.276691,-0.282002,1.070485,0
-0.530332,3.916534,0.201051,0.096966,-0.319105,0.054548,-1.264888,-0.768135,0.126457,0.361415,-0.701691,1.746074,0.01285,0.70417,2.012717,-2.229055,1.722934,0.49709,-0.828223,-0.936903,0.251782,-0.161888,-0.431161,-0.837266,0.168577,-0.608685,1.083112,-0.793939,0.361367,0.044514,1.342027,0.228278,-0.68061,0.025807,1
-2.713525,0.057138,-0.21998,0.516937,0.525132,-0.136522,-0.153405,1.141727,-1.032795,-0.542144,0.593666,1.776669,-0.403933,-0.128523,-0.417281,-0.979672,1.750449,1.841301,0.544858,-0.300402,-0.285632,-0.663837,0.442188,-0.427421,0.027069,-1.409131,0.091078,-0.382092,-0.052742,0.633885,-0.224513,0.517978,1.134054,-0.572231,2
0.241814,3.258392,-1.356408,0.367287,-0.960565,1.12699,-0.119253,-2.476866,-1.334553,-0.251279,-0.502518,1.34008,0.480621,-1.872299,1.753575,1.867557,-0.235097,0.685389,0.13638,1.193166,0.569445,0.640237,-2.598092,-0.330455,1.769938,1.179508,0.201093,-0.815538,-0.916972,-0.817974,-0.165565,-0.020873,-0.048856,-0.745224,1
-1.133894,3.474914,0.148271,-0.292915,-0.81496,0.688412,-0.444014,0.424774,-0.549497,-0.087529,0.23649,-0.158181,-1.005596,0.072108,0.336873,-0.788109,0.679715,0.285592,-1.984915,-0.29005,0.425468,-0.572045,0.64054,-1.71704,-1.066734,0.168598,-0.758027,0.879049,0.055076,-0.052827,0.101709,-0.536367,0.288475,0.057458,1
