@relation 'vowel_rp_1'

@attribute attr_1 numeric

@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}

@data
5.626058445600285, class8
5.626058445600285, class9
5.626058445600285, class10
5.626058445600285, class0
5.626058445600285, class1
5.626058445600285, class2
5.626058445600285, class3
5.626058445600285, class4
5.626058445600285, class5
5.626058445600285, class6
5.626058445600285, class7
5.626058445600285, class8
5.626058445600285, class9
5.626058445600285, class10
5.626058445600285, class0
5.626058445600285, class1
5.626058445600285, class2
5.626058445600285, class3
5.626058445600285, class4
5.626058445600285, class5
5.626058445600285, class6
5.626058445600285, class7
5.626058445600285, class8
5.626058445600285, class9
5.626058445600285, class10
5.626058445600285, class0
5.626058445600285, class1
5.626058445600285, class2
5.626058445600285, class3
5.626058445600285, class4
5.626058445600285, class5
5.626058445600285, class6
5.626058445600285, class7
5.626058445600285, class8
5.626058445600285, class9
5.626058445600285, class10
5.626058445600285, class0
5.626058445600285, class1
5.626058445600285, class2
5.626058445600285, class3
5.626058445600285, class4
5.626058445600285, class5
5.626058445600285, class6
5.626058445600285, class7
5.626058445600285, class8
5.626058445600285, class9
5.626058445600285, class10
5.626058445600285, class0
5.626058445600285, class1
5.626058445600285, class2
5.626058445600285, class3
5.626058445600285, class4
5.626058445600285, class5
5.626058445600285, class6
5.626058445600285, class7
5.626058445600285, class8
5.626058445600285, class9
5.626058445600285, class10
6.563734853200333, class0
6.563734853200333, class1
6.563734853200333, class2
6.563734853200333, class3
6.563734853200333, class4
6.563734853200333, class5
6.563734853200333, class6
6.563734853200333, class7
6.563734853200333, class8
6.563734853200333, class9
6.563734853200333, class10
6.563734853200333, class0
6.563734853200333, class1
6.563734853200333, class2
6.563734853200333, class3
6.563734853200333, class4
6.563734853200333, class5
6.563734853200333, class6
6.563734853200333, class7
6.563734853200333, class8
6.563734853200333, class9
6.563734853200333, class10
6.563734853200333, class0
6.563734853200333, class1
6.563734853200333, class2
6.563734853200333, class3
6.563734853200333, class4
6.563734853200333, class5
6.563734853200333, class6
6.563734853200333, class7
6.563734853200333, class8
6.563734853200333, class9
6.563734853200333, class10
6.563734853200333, class0
6.563734853200333, class1
6.563734853200333, class2
6.563734853200333, class3
6.563734853200333, class4
6.563734853200333, class5
6.563734853200333, class6
6.563734853200333, class7
6.563734853200333, class8
6.563734853200333, class9
6.563734853200333, class10
6.563734853200333, class0
6.563734853200333, class1
6.563734853200333, class2
6.563734853200333, class3
6.563734853200333, class4
6.563734853200333, class5
6.563734853200333, class6
6.563734853200333, class7
6.563734853200333, class8
6.563734853200333, class9
6.563734853200333, class10
6.563734853200333, class0
6.563734853200333, class1
6.563734853200333, class2
6.563734853200333, class3
6.563734853200333, class4
6.563734853200333, class5
6.563734853200333, class6
6.563734853200333, class7
6.563734853200333, class8
6.563734853200333, class9
6.563734853200333, class10
7.153901613984253, class0
7.153901613984253, class1
7.153901613984253, class2
7.153901613984253, class3
7.153901613984253, class4
7.153901613984253, class5
7.153901613984253, class6
7.153901613984253, class7
7.153901613984253, class8
7.153901613984253, class9
7.153901613984253, class10
7.153901613984253, class0
7.153901613984253, class1
7.153901613984253, class2
7.153901613984253, class3
7.153901613984253, class4
7.153901613984253, class5
7.153901613984253, class6
7.153901613984253, class7
7.153901613984253, class8
7.153901613984253, class9
7.153901613984253, class10
7.153901613984253, class0
7.153901613984253, class1
7.153901613984253, class2
7.153901613984253, class3
7.153901613984253, class4
7.153901613984253, class5
7.153901613984253, class6
7.153901613984253, class7
7.153901613984253, class8
7.153901613984253, class9
7.153901613984253, class10
7.153901613984253, class0
7.153901613984253, class1
7.153901613984253, class2
7.153901613984253, class3
7.153901613984253, class4
7.153901613984253, class5
7.153901613984253, class6
7.153901613984253, class7
7.153901613984253, class8
7.153901613984253, class9
7.153901613984253, class10
7.153901613984253, class0
7.153901613984253, class1
7.153901613984253, class2
7.153901613984253, class3
7.153901613984253, class4
7.153901613984253, class5
7.153901613984253, class6
7.153901613984253, class7
7.153901613984253, class8
7.153901613984253, class9
7.153901613984253, class10
7.153901613984253, class0
7.153901613984253, class1
7.153901613984253, class2
7.153901613984253, class3
7.153901613984253, class4
7.153901613984253, class5
7.153901613984253, class6
7.153901613984253, class7
7.153901613984253, class8
7.153901613984253, class9
7.153901613984253, class10
8.0915780215843, class0
8.0915780215843, class1
8.0915780215843, class2
8.0915780215843, class3
8.0915780215843, class4
8.0915780215843, class5
8.0915780215843, class6
8.0915780215843, class7
8.0915780215843, class8
8.0915780215843, class9
8.0915780215843, class10
8.0915780215843, class0
8.0915780215843, class1
8.0915780215843, class2
8.0915780215843, class3
8.0915780215843, class4
8.0915780215843, class5
8.0915780215843, class6
8.0915780215843, class7
8.0915780215843, class8
8.0915780215843, class9
8.0915780215843, class10
8.0915780215843, class0
8.0915780215843, class1
8.0915780215843, class2
8.0915780215843, class3
8.0915780215843, class4
8.0915780215843, class5
8.0915780215843, class6
8.0915780215843, class7
8.0915780215843, class8
8.0915780215843, class9
8.0915780215843, class10
8.0915780215843, class0
8.0915780215843, class1
8.0915780215843, class2
8.0915780215843, class3
8.0915780215843, class4
8.0915780215843, class5
8.0915780215843, class6
8.0915780215843, class7
8.0915780215843, class8
8.0915780215843, class9
8.0915780215843, class10
8.0915780215843, class0
8.0915780215843, class1
8.0915780215843, class2
8.0915780215843, class3
8.0915780215843, class4
8.0915780215843, class5
8.0915780215843, class6
8.0915780215843, class7
8.0915780215843, class8
8.0915780215843, class9
8.0915780215843, class10
8.0915780215843, class0
8.0915780215843, class1
8.0915780215843, class2
8.0915780215843, class3
8.0915780215843, class4
8.0915780215843, class5
8.0915780215843, class6
8.0915780215843, class7
8.0915780215843, class8
8.0915780215843, class9
8.0915780215843, class10
9.029254429184348, class0
9.029254429184348, class1
9.029254429184348, class2
9.029254429184348, class3
9.029254429184348, class4
9.029254429184348, class5
9.029254429184348, class6
9.029254429184348, class7
9.029254429184348, class8
9.029254429184348, class9
9.029254429184348, class10
9.029254429184348, class0
9.029254429184348, class1
9.029254429184348, class2
9.029254429184348, class3
9.029254429184348, class4
9.029254429184348, class5
9.029254429184348, class6
9.029254429184348, class7
9.029254429184348, class8
9.029254429184348, class9
9.029254429184348, class10
9.029254429184348, class0
9.029254429184348, class1
9.029254429184348, class2
9.029254429184348, class3
9.029254429184348, class4
9.029254429184348, class5
9.029254429184348, class6
9.029254429184348, class7
9.029254429184348, class8
9.029254429184348, class9
9.029254429184348, class10
9.029254429184348, class0
9.029254429184348, class1
9.029254429184348, class2
9.029254429184348, class3
9.029254429184348, class4
9.029254429184348, class5
9.029254429184348, class6
9.029254429184348, class7
9.029254429184348, class8
9.029254429184348, class9
9.029254429184348, class10
9.029254429184348, class0
9.029254429184348, class1
9.029254429184348, class2
9.029254429184348, class3
9.029254429184348, class4
9.029254429184348, class5
9.029254429184348, class6
9.029254429184348, class7
9.029254429184348, class8
9.029254429184348, class9
9.029254429184348, class10
9.029254429184348, class0
9.029254429184348, class1
9.029254429184348, class2
9.029254429184348, class3
9.029254429184348, class4
9.029254429184348, class5
9.029254429184348, class6
9.029254429184348, class7
9.029254429184348, class8
9.029254429184348, class9
9.029254429184348, class10
9.966930836784396, class0
9.966930836784396, class1
9.966930836784396, class2
9.966930836784396, class3
9.966930836784396, class4
9.966930836784396, class5
9.966930836784396, class6
9.966930836784396, class7
9.966930836784396, class8
9.966930836784396, class9
9.966930836784396, class10
9.966930836784396, class0
9.966930836784396, class1
9.966930836784396, class2
9.966930836784396, class3
9.966930836784396, class4
9.966930836784396, class5
9.966930836784396, class6
9.966930836784396, class7
9.966930836784396, class8
9.966930836784396, class9
9.966930836784396, class10
9.966930836784396, class0
9.966930836784396, class1
9.966930836784396, class2
9.966930836784396, class3
9.966930836784396, class4
9.966930836784396, class5
9.966930836784396, class6
9.966930836784396, class7
9.966930836784396, class8
9.966930836784396, class9
9.966930836784396, class10
9.966930836784396, class0
9.966930836784396, class1
9.966930836784396, class2
9.966930836784396, class3
9.966930836784396, class4
9.966930836784396, class5
9.966930836784396, class6
9.966930836784396, class7
9.966930836784396, class8
9.966930836784396, class9
9.966930836784396, class10
9.966930836784396, class0
9.966930836784396, class1
9.966930836784396, class2
9.966930836784396, class3
9.966930836784396, class4
9.966930836784396, class5
9.966930836784396, class6
9.966930836784396, class7
9.966930836784396, class8
9.966930836784396, class9
9.966930836784396, class10
9.966930836784396, class0
9.966930836784396, class1
9.966930836784396, class2
9.966930836784396, class3
9.966930836784396, class4
9.966930836784396, class5
9.966930836784396, class6
9.966930836784396, class7
9.966930836784396, class8
9.966930836784396, class9
9.966930836784396, class10
10.904607244384444, class0
10.904607244384444, class1
10.904607244384444, class2
10.904607244384444, class3
10.904607244384444, class4
10.904607244384444, class5
10.904607244384444, class6
10.904607244384444, class7
10.904607244384444, class8
10.904607244384444, class9
10.904607244384444, class10
10.904607244384444, class0
10.904607244384444, class1
10.904607244384444, class2
10.904607244384444, class3
10.904607244384444, class4
10.904607244384444, class5
10.904607244384444, class6
10.904607244384444, class7
10.904607244384444, class8
10.904607244384444, class9
10.904607244384444, class10
10.904607244384444, class0
10.904607244384444, class1
10.904607244384444, class2
10.904607244384444, class3
10.904607244384444, class4
10.904607244384444, class5
10.904607244384444, class6
10.904607244384444, class7
10.904607244384444, class8
10.904607244384444, class9
10.904607244384444, class10
10.904607244384444, class0
10.904607244384444, class1
10.904607244384444, class2
10.904607244384444, class3
10.904607244384444, class4
10.904607244384444, class5
10.904607244384444, class6
10.904607244384444, class7
10.904607244384444, class8
10.904607244384444, class9
10.904607244384444, class10
10.904607244384444, class0
10.904607244384444, class1
10.904607244384444, class2
10.904607244384444, class3
10.904607244384444, class4
10.904607244384444, class5
10.904607244384444, class6
10.904607244384444, class7
10.904607244384444, class8
10.904607244384444, class9
10.904607244384444, class10
10.904607244384444, class0
10.904607244384444, class1
10.904607244384444, class2
10.904607244384444, class3
10.904607244384444, class4
10.904607244384444, class5
10.904607244384444, class6
10.904607244384444, class7
10.904607244384444, class8
10.904607244384444, class9
10.904607244384444, class10
11.842283651984491, class0
11.842283651984491, class1
11.842283651984491, class2
11.842283651984491, class3
11.842283651984491, class4
11.842283651984491, class5
11.842283651984491, class6
11.842283651984491, class7
11.842283651984491, class8
11.842283651984491, class9
11.842283651984491, class10
11.842283651984491, class0
11.842283651984491, class1
11.842283651984491, class2
11.842283651984491, class3
11.842283651984491, class4
11.842283651984491, class5
11.842283651984491, class6
11.842283651984491, class7
11.842283651984491, class8
11.842283651984491, class9
11.842283651984491, class10
11.842283651984491, class0
11.842283651984491, class1
11.842283651984491, class2
11.842283651984491, class3
11.842283651984491, class4
11.842283651984491, class5
11.842283651984491, class6
11.842283651984491, class7
11.842283651984491, class8
11.842283651984491, class9
11.842283651984491, class10
11.842283651984491, class0
11.842283651984491, class1
11.842283651984491, class2
11.842283651984491, class3
11.842283651984491, class4
11.842283651984491, class5
11.842283651984491, class6
11.842283651984491, class7
11.842283651984491, class8
11.842283651984491, class9
11.842283651984491, class10
11.842283651984491, class0
11.842283651984491, class1
11.842283651984491, class2
11.842283651984491, class3
11.842283651984491, class4
11.842283651984491, class5
11.842283651984491, class6
11.842283651984491, class7
11.842283651984491, class8
11.842283651984491, class9
11.842283651984491, class10
11.842283651984491, class0
11.842283651984491, class1
11.842283651984491, class2
11.842283651984491, class3
11.842283651984491, class4
11.842283651984491, class5
11.842283651984491, class6
11.842283651984491, class7
11.842283651984491, class8
11.842283651984491, class9
11.842283651984491, class10
12.779960059584539, class0
12.779960059584539, class1
12.779960059584539, class2
12.779960059584539, class3
12.779960059584539, class4
12.779960059584539, class5
12.779960059584539, class6
12.779960059584539, class7
12.779960059584539, class8
12.779960059584539, class9
12.779960059584539, class10
12.779960059584539, class0
12.779960059584539, class1
12.779960059584539, class2
12.779960059584539, class3
12.779960059584539, class4
12.779960059584539, class5
12.779960059584539, class6
12.779960059584539, class7
12.779960059584539, class8
12.779960059584539, class9
12.779960059584539, class10
12.779960059584539, class0
12.779960059584539, class1
12.779960059584539, class2
12.779960059584539, class3
12.779960059584539, class4
12.779960059584539, class5
12.779960059584539, class6
12.779960059584539, class7
12.779960059584539, class8
12.779960059584539, class9
12.779960059584539, class10
12.779960059584539, class0
12.779960059584539, class1
12.779960059584539, class2
12.779960059584539, class3
12.779960059584539, class4
12.779960059584539, class5
12.779960059584539, class6
12.779960059584539, class7
12.779960059584539, class8
12.779960059584539, class9
12.779960059584539, class10
12.779960059584539, class0
12.779960059584539, class1
12.779960059584539, class2
12.779960059584539, class3
12.779960059584539, class4
12.779960059584539, class5
12.779960059584539, class6
12.779960059584539, class7
12.779960059584539, class8
12.779960059584539, class9
12.779960059584539, class10
12.779960059584539, class0
12.779960059584539, class1
12.779960059584539, class2
12.779960059584539, class3
12.779960059584539, class4
12.779960059584539, class5
12.779960059584539, class6
12.779960059584539, class7
12.779960059584539, class8
12.779960059584539, class9
12.779960059584539, class10
