@relation waveform-5000_ica_0.95_clustered

@attribute Instance_number numeric
@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric
@attribute attr_31 numeric
@attribute attr_32 numeric
@attribute attr_33 numeric
@attribute attr_34 numeric
@attribute attr_35 numeric
@attribute Classes {class0,class1,class2}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
12,-0.867306,1.278217,0.578395,-1.598199,0.950108,-0.046416,-0.601935,-1.535718,0.034237,0.552948,0.544728,0.207589,-1.183175,-0.751277,0.732897,-0.141626,1.199403,0.467991,1.082017,0.548894,-1.00681,0.1534,-0.882109,-0.328336,0.207819,-0.26021,0.787888,0.328815,0.592503,1.983839,2.319139,-1.126356,1.61417,-0.311605,0.695457,class2,cluster1
13,0.330945,0.30249,-1.078141,-0.134368,-0.608474,-0.006799,-1.648372,-1.110419,-0.832586,0.79058,0.847828,0.970295,-2.60401,1.245601,-1.664003,-1.521306,0.865982,0.067234,-1.840472,1.048812,1.156705,-0.212027,0.78244,-0.290234,1.42165,-0.649002,-1.353896,2.152201,-0.74885,-0.795325,1.535151,-1.921536,-0.648517,-0.582296,-0.31761,class2,cluster1
14,1.057581,-0.489786,0.796144,-0.360873,0.896254,-0.088731,-0.20123,-0.393644,-0.813121,0.832214,0.214403,-0.783456,-0.588921,-0.559504,-0.435196,-1.27926,0.918854,-0.030635,0.973087,0.341596,-0.121095,0.22413,-0.660447,-0.458044,-0.573554,1.163094,0.54648,-0.086089,0.811495,-0.509836,-0.893838,0.864868,-0.347048,-0.106406,0.86868,class2,cluster0
15,0.261784,-0.277058,-0.908492,-2.479075,-0.185973,0.85229,0.560182,0.126978,1.077198,-0.302668,-0.803568,1.298158,0.42279,1.572762,-1.70288,0.767531,0.130656,0.107154,-0.947518,0.540892,1.446559,0.229953,0.306849,0.53617,-0.842288,0.817802,1.060281,1.217228,-0.621854,0.870574,0.019813,-0.644051,-0.104372,0.033273,1.097544,class2,cluster1
16,0.252204,-1.268604,-1.079591,-2.054067,-0.874707,-0.539314,0.04772,1.262066,1.625788,-1.030828,-0.628242,-0.282851,2.311394,-0.753382,1.523685,-0.598207,0.987925,0.370607,-0.358162,-1.177477,0.998716,-1.365321,-0.929382,-0.523473,0.38642,0.205601,-0.061091,0.747955,-0.656912,1.166115,-1.812048,-0.340434,0.935474,0.568069,0.39346,class2,cluster1
17,-0.722942,1.319297,1.303537,-0.510601,0.184081,0.8159,0.133337,-0.410534,0.295943,-0.130308,2.208681,-1.484799,-1.414423,0.555816,-2.65409,-0.827753,1.434445,-0.623112,-0.69303,1.256312,1.186666,-0.5809,0.665222,0.623324,0.127142,-0.845638,0.91617,-0.718498,1.263986,0.532563,-0.761272,0.531126,0.165468,0.625459,-0.66016,class2,cluster0
18,0.417124,0.213529,-0.429214,-0.244933,-1.031504,0.439373,-0.057852,3.089942,-1.494198,-0.597268,0.948122,-0.77669,-0.599354,2.305404,0.692157,-0.586979,0.202421,0.24586,0.048508,-2.908796,-1.752937,-0.807804,-0.363384,-1.061299,0.3049,0.706578,-2.421871,0.303962,-0.691378,1.063183,-0.944166,-0.472392,0.818604,-0.092409,-0.936319,class1,cluster1
19,0.047062,1.976191,0.189261,-0.698273,1.032811,1.730229,-0.881402,-0.148524,0.299964,-0.4713,-0.454878,-0.128575,0.559799,0.911857,0.174678,-1.012551,0.310795,-0.546699,0.302353,-0.786889,0.317909,0.654081,-0.393975,0.308554,-0.060386,-0.431766,1.033579,0.320051,2.024096,0.408344,1.326727,0.827858,-0.988468,-0.157268,0.148799,class0,cluster0
20,-0.015177,1.171759,-0.220636,-2.169449,0.612234,-3.361957,-1.43707,0.373134,1.791397,0.401987,0.384669,1.544944,0.460227,0.515234,-1.226669,0.974554,0.061084,-0.897046,-1.673615,1.479398,0.498852,-0.758236,0.461352,-0.713622,0.617848,-1.137926,1.176991,0.347296,-1.383018,1.592938,-0.451769,-1.002007,-0.288949,0.68219,-0.630868,class2,cluster1
21,0.469226,1.59648,0.034449,0.433373,1.203164,-0.097684,0.53996,-1.541076,-1.201348,-0.056444,0.366568,0.866383,0.510755,-0.620087,0.233109,0.536561,-0.04122,1.245339,1.669015,-0.218229,0.577593,-0.285126,0.295645,-1.239626,0.065111,0.978889,0.773801,-0.919107,0.246329,-0.381601,2.634376,0.888816,0.104589,-0.663301,0.281831,class0,cluster0
22,0.259172,-1.594283,-1.155959,-1.336564,0.046416,1.259943,1.447226,-0.427063,0.384536,-0.317331,0.617427,0.633531,-0.251547,0.022068,2.687879,-1.624276,-1.28737,-0.228753,0.60465,0.29873,0.61307,-0.282993,0.001652,0.114208,0.240559,0.082046,-0.248761,0.831355,-0.153102,1.322989,0.080755,-0.301688,0.03466,0.820562,-0.053612,class0,cluster2
23,-0.805039,-0.525713,-0.761466,1.299201,-0.81977,0.713642,0.462587,-0.098763,1.681904,0.036362,-0.957425,-0.501341,0.099523,0.703838,-0.478384,-0.704843,1.586311,-0.874161,-0.838926,-0.259841,1.771398,1.06392,0.00175,0.101487,0.586188,-1.972597,1.237891,0.92991,-0.900014,1.380725,0.057327,-0.04432,-1.072105,-1.605766,0.675291,class2,cluster0
24,0.660982,1.525225,-0.919135,-0.075485,1.068811,-0.75894,-0.706403,-0.82485,-1.470371,-0.276704,-0.270181,-0.031634,-0.768053,0.397196,0.656675,1.464374,-1.81523,2.156437,0.739151,-0.815606,-1.912258,-0.104111,0.634261,-0.061376,-0.609665,-0.330021,0.722755,-0.160275,-1.927766,0.036198,0.223606,0.644666,1.518479,-0.164667,0.245141,class1,cluster2
25,-0.347941,0.35305,-0.843086,-0.661564,0.059709,-0.28549,0.21169,0.925894,-0.611548,-0.277747,-0.872194,-1.535498,-1.920221,0.43574,1.262208,2.084942,-0.917395,0.034896,0.025151,-0.557146,0.465805,1.001082,0.607267,2.648011,-0.842141,-0.276577,0.576372,-0.32299,0.762202,2.11509,-0.97981,-1.017062,-0.126684,0.735531,-0.106239,class1,cluster1
26,-0.536429,-0.017944,0.760523,0.319983,-0.712498,0.143082,-0.915483,1.043342,2.110731,-0.156008,-0.022751,-1.645548,1.252768,-2.681943,0.11364,0.231718,0.404787,-0.013336,-1.522015,0.856277,0.735879,0.409864,-1.400985,-0.641017,0.969086,-1.549632,-0.853131,-0.725343,0.169238,1.490462,0.381905,-1.422093,-1.492559,0.934045,0.898866,class2,cluster1
27,0.252921,1.309127,0.901651,1.497224,-0.957974,1.531512,-0.271015,-1.025791,-0.247111,1.150293,0.890273,1.012887,1.860301,-1.141185,-1.167518,1.585202,-1.789224,-1.639346,-0.264698,-0.684924,0.740706,-0.632108,-1.450314,0.853328,-0.637541,1.199638,0.761877,-0.848299,-1.010781,-0.851305,-0.839473,0.615411,0.046304,-0.698377,0.600942,class0,cluster2
28,-1.041869,-0.102704,-1.428308,-0.375457,1.938584,1.933038,0.438344,0.693279,0.144488,-1.268906,-1.096206,-0.000551,2.134086,0.290595,1.694267,1.07377,-0.102087,-0.794547,0.198982,-0.577289,-0.673018,-1.33469,-0.509866,-0.674619,-1.731794,0.300494,0.290624,1.378281,0.162061,-0.88543,-0.002723,0.665257,0.527373,-0.592804,-1.888321,class0,cluster0
29,0.097407,0.331928,-1.371474,2.524962,0.869048,2.674929,-1.732471,-0.371461,0.169121,0.348246,0.660193,-0.852086,0.077626,0.609336,0.882557,0.512952,0.26959,-0.854494,0.774706,1.094118,-0.343263,0.22317,0.084477,-2.436881,-1.693794,-1.408677,-1.433453,-1.18412,-0.721298,-0.082003,-0.967974,0.86925,-1.80104,1.534918,-0.365868,class0,cluster0
30,0.34562,1.654442,0.216067,1.276507,-0.632421,0.402155,-1.198767,-0.069542,0.161009,-0.949586,1.587537,-1.049861,1.367971,-0.476342,1.261023,-0.652148,2.202305,1.850708,-0.68252,-0.483254,-2.228765,0.436181,0.394805,0.094296,-0.510623,-0.631449,-0.505555,-0.075552,1.212697,-0.235841,0.389481,0.749047,-0.562418,-0.412158,0.226241,class2,cluster0
31,-0.916886,0.424915,0.212541,0.285138,-0.060313,-0.031729,0.830766,-0.635112,-0.146776,-0.135404,0.993232,1.280163,-0.762131,1.005567,0.054407,1.209081,-0.878905,0.54251,-1.339859,-0.28862,1.398981,-0.046127,0.738838,-1.098416,2.119138,-1.348903,0.335604,-0.204027,0.963803,-2.115565,0.546388,-1.175236,-0.721831,0.409392,0.172027,class1,cluster1
32,0.39642,0.557497,-0.579152,-0.032792,0.924562,-0.698844,0.724527,-1.175824,-0.215917,1.078847,0.417627,0.096437,-0.327445,0.335699,0.254917,0.860967,-0.010785,-0.882702,0.948901,0.392863,1.29191,0.364149,-0.542792,0.151006,1.388082,1.660955,-0.151724,-1.593785,-1.363239,-0.758341,-2.386848,0.524707,0.099717,0.764999,1.614955,class2,cluster0
33,0.158381,0.007188,0.904602,-0.788575,-0.835355,-0.104996,-1.084271,0.984647,1.01844,-2.360893,0.480023,-0.208808,-1.009131,0.210384,-1.801442,1.119143,0.364313,0.796744,-1.178486,-1.148102,-1.569909,-0.551177,-0.92392,-1.687708,-0.078215,0.904819,-0.019541,-0.198995,1.328425,0.571771,0.423998,1.479493,1.137321,0.66518,0.564844,class0,cluster0
34,0.232018,-0.970899,-0.007893,-0.851697,1.038611,0.613609,1.867963,-0.09202,-1.143459,0.797906,0.56888,-0.941697,-1.762575,0.092095,-0.550486,-0.272378,0.964909,-1.923116,0.123806,-0.916951,0.232365,-0.529786,2.807756,-0.129079,0.447489,1.510694,-1.121449,0.164084,0.806658,-1.902106,1.448741,-1.628092,-0.111572,0.301387,0.201863,class2,cluster1
35,1.209171,-0.479534,-0.590336,-0.458644,-0.994876,-0.022008,-0.711476,-0.763312,-1.891018,-0.352835,-0.970905,0.800851,1.42425,-1.247639,0.672959,-0.164426,1.595231,0.757986,1.381957,-0.046843,-0.760789,-1.705216,0.784181,-0.710358,-0.283715,1.111928,1.086287,-0.718213,1.952384,-1.29762,0.333643,1.964884,-0.781912,-1.161551,0.447532,class0,cluster0
36,-0.300524,-0.777927,1.331026,-0.814744,2.472169,0.555951,0.257325,-0.293096,0.570253,0.786383,0.737569,-0.042203,1.677628,1.632564,-2.136705,0.183919,-1.170266,-1.516442,0.405574,-0.049997,0.866963,-0.446879,1.370704,1.890387,0.691865,0.479409,0.613516,-1.130773,-0.319388,-1.151752,0.49335,-0.134007,0.23779,-0.217562,0.405651,class1,cluster2
37,1.169283,-1.099126,-0.336129,-0.934225,-0.983916,0.093019,-1.412317,0.399627,0.982058,-0.668409,-0.99627,0.134344,-0.588598,-0.460341,-1.156148,-0.886904,-0.295997,-0.503957,0.881273,1.409495,1.388807,-0.265956,0.869374,0.155626,1.154899,0.393443,-0.960153,0.145341,0.056889,0.439591,0.861982,0.826953,-1.527584,0.145586,1.620769,class0,cluster2
38,0.298512,-0.067994,-0.336657,-0.034398,-0.579543,-0.658453,0.371963,-0.063452,1.93873,0.899514,-0.426977,-0.539295,-0.841207,-0.821299,-0.912193,1.269541,0.224006,0.251987,1.078644,-0.242362,-1.028282,-0.576803,0.822607,0.046905,1.398378,-0.142834,-0.993832,-0.70023,1.390289,-0.161866,-0.808835,-0.090929,-1.494313,-0.956936,-0.135221,class1,cluster1
39,0.1124,-0.249597,-0.49608,-0.076382,0.852024,-0.232313,1.020647,0.211689,-1.283276,0.45022,0.513535,1.436122,-0.340501,-0.00928,0.403622,-0.410708,0.586833,1.653177,-0.671692,0.246831,0.322525,-1.492041,0.761875,-0.024821,-0.046311,0.25492,-1.361593,-0.338523,-1.36222,-0.693765,-0.785615,1.582626,-1.098087,-3.414064,-0.178659,class0,cluster0
40,-0.404405,0.569433,-2.54503,-0.187924,-0.639931,0.271004,-0.415637,2.191011,-0.444547,1.624017,0.049549,0.987993,-0.824423,-0.182256,-2.399334,-2.176622,0.157715,0.799855,2.17733,-0.95037,0.729673,0.514547,1.801682,-1.577634,2.350873,0.193286,0.593006,1.672029,0.679607,-0.543689,-0.39322,-0.284811,0.807211,0.194455,-0.554251,class1,cluster1
41,0.078016,0.807551,0.923483,0.563379,-0.009768,0.195282,-0.8116,0.075908,-0.601292,0.052125,0.85335,-0.384735,-0.74538,0.027269,-0.132053,0.122719,0.073006,0.546236,-2.263468,-0.03779,0.079741,0.146905,-0.329655,-1.270125,-0.199137,-1.663524,-0.244214,-0.586964,0.489428,-0.80794,-0.800529,1.08719,-1.707696,-1.16935,0.09124,class0,cluster0
42,0.125829,3.412844,0.914428,-0.420926,1.680295,0.959254,-1.182947,-1.734294,0.448874,-0.644996,-0.527234,-0.303269,-1.528588,-0.378994,-0.488395,-0.490777,0.96043,-1.22906,-1.006521,0.173485,1.628125,-1.232396,-0.810974,-0.608585,-1.784092,0.61649,-0.536378,-0.036124,0.599597,0.704801,-0.717,-0.193097,0.194029,-1.039967,1.040758,class2,cluster0
43,-1.694303,0.030846,0.835222,2.122624,0.584966,-0.951868,-0.12837,0.266993,1.363811,2.45259,-0.003728,-2.718273,0.931441,0.702724,-0.741653,-0.4491,0.870396,1.951348,0.24136,1.049707,0.798738,-1.830573,-0.680319,-2.468663,-0.763306,-0.191566,0.569245,0.192582,-0.629307,-0.456084,-0.622844,-0.780144,1.303583,-0.493602,0.472576,class2,cluster1
44,-0.463496,2.039422,0.849071,0.046018,-0.84772,-0.607371,-1.51173,-0.054466,-0.020463,0.579429,-1.203611,-1.06459,0.180494,0.123616,1.529326,-0.732651,-0.694803,-0.675872,-0.242587,-0.727078,1.064002,0.172215,0.913331,-0.559582,-1.125965,-0.893421,-0.467087,-0.875835,-0.425586,-0.380324,-0.697737,-0.486171,-1.222093,0.930903,-0.584176,class1,cluster2
45,0.668289,-0.154663,0.917584,-0.497031,0.625104,0.614171,-0.433918,-0.943671,0.947927,0.470361,0.481131,0.951072,-0.542445,-0.285603,0.345804,-1.21871,0.402757,0.104092,-1.039592,-0.469217,1.294137,0.71477,0.270508,0.315889,-0.635829,2.689809,0.392485,0.101264,1.183914,-0.332124,0.75927,1.506225,1.391869,-1.002058,-1.174275,class0,cluster0
46,0.67524,-1.550529,-0.40972,-2.184305,1.878281,-0.261629,-0.790347,1.45179,-1.944454,-0.344601,0.173062,0.623037,0.30089,-0.4361,-0.324191,1.356072,0.97694,-0.824151,-4.178814,-1.718187,1.116538,0.741189,0.083191,-0.449453,0.70861,0.100381,-0.22685,-0.413814,0.884972,0.197575,0.678679,1.400431,-1.080443,-0.119702,-2.660568,class2,cluster0
47,-0.989981,-0.950004,-0.787298,-0.663064,-0.377096,-2.118363,1.636335,0.974321,0.659336,0.942219,0.288546,0.870784,-1.014843,-0.348415,-0.105919,0.248004,-0.463726,-0.673517,0.229295,0.16383,-0.249155,0.688231,-1.387974,0.886431,1.060226,-0.015769,-0.590103,0.54609,1.591359,-0.303711,0.090726,-1.195073,1.095699,-0.168171,0.828427,class1,cluster1
48,-0.643861,-0.029103,1.465941,0.32794,0.573698,-0.115441,-1.003162,0.286468,0.949537,0.791955,0.136204,-0.858214,1.396987,0.540096,-0.618315,-0.408573,0.669511,-1.194444,0.121679,-1.94687,0.30914,-0.557242,-0.639784,-0.998228,1.033186,-0.410181,-1.606719,0.256715,-0.685626,-0.60841,0.048086,-1.577546,0.803426,0.148009,-1.847311,class1,cluster1
49,0.177608,0.087897,0.470678,-0.135642,2.258637,0.044239,-1.905719,-0.107867,0.157143,0.54906,0.252475,-0.505571,-1.08804,0.309493,0.8033,-1.335175,0.705777,-0.683923,0.971383,-0.320145,-0.475623,-0.160188,-0.324431,1.554562,-0.460904,-1.123873,1.659777,-1.590053,0.139791,-1.549456,2.175833,-1.24197,0.388948,0.712896,1.296421,class1,cluster1
50,-0.575798,0.321292,-0.20762,0.55432,0.923487,0.086888,-1.895262,1.171042,-1.240617,-2.100979,0.539746,-0.380317,-1.281682,0.848614,2.1355,1.536207,0.842217,-0.623701,-0.821977,1.10811,-0.406588,-0.646353,0.504746,-0.349411,-0.292327,-1.100018,-0.763734,0.921756,0.425756,1.067752,-0.434687,-0.670514,-1.505793,1.261955,1.270001,class2,cluster1
51,-0.474836,-1.583458,1.613701,-0.02242,0.604109,0.192357,0.816562,-0.435549,0.515095,1.128865,0.41069,-0.532233,-0.131079,-0.412572,-1.094326,1.133435,-0.110216,-1.765979,-1.46382,-0.885152,-0.638943,-0.114054,-1.135328,0.794393,0.536562,1.165395,-1.022406,-1.052631,0.491713,1.396186,-1.377789,0.8143,-1.879101,1.140829,0.771645,class0,cluster0
52,-0.063853,-0.337114,-1.081559,-0.493346,0.699857,-0.523187,1.004415,-0.361078,0.35581,1.060048,-1.304224,-0.06043,1.239731,0.831666,-0.402907,1.247121,0.613661,1.735881,-1.092206,1.013776,-0.383022,0.259685,0.356434,-0.060566,-1.226251,-0.171986,-0.290917,0.834474,-0.036107,-0.538572,-1.40235,0.568912,0.313435,1.426531,-1.317772,class0,cluster0
53,-1.057217,-0.637468,-0.596282,-0.164202,-1.719764,0.835485,-0.679707,1.274815,0.905151,-0.815732,0.102909,-2.322511,0.690101,-0.355855,0.857017,-1.271654,0.746462,-0.375418,0.580845,0.571651,-1.23453,2.931397,0.916341,0.464026,0.503531,-0.745261,1.071141,0.587721,-1.494841,-0.093444,1.381507,0.614279,-3.152281,-1.946624,0.364265,class0,cluster0
54,0.081366,-0.970596,0.593337,-1.564085,0.705644,1.202814,-0.786865,-0.896839,-1.102601,0.037095,0.436327,-0.718677,-0.070154,0.380361,-0.802619,0.282666,-0.048732,-0.317428,0.004353,0.700005,0.195401,1.301439,-0.356213,-1.256195,-1.183568,0.27221,0.461374,-1.770058,0.316041,0.420782,-0.365728,-1.731413,0.048886,1.409643,-0.099716,class1,cluster1
55,1.664929,-0.1055,0.005355,0.081494,1.571753,1.053899,-0.46058,1.098924,0.526862,-1.032626,1.100002,0.920166,-0.689562,1.186639,-0.938102,1.145863,0.509363,0.173106,1.179115,0.695369,0.416144,-1.14979,-0.117076,0.24184,-0.085611,1.410215,1.031434,0.64501,0.176687,-0.061806,0.257635,-0.310204,-0.313152,0.219281,0.823159,class2,cluster1
56,0.212895,-0.645804,-0.664495,-0.44196,-1.726134,-0.629723,-1.051135,-1.50284,2.098387,-0.357657,-0.227019,-0.399596,-0.671262,-1.013099,-2.809852,-0.9733,0.042179,-0.31046,-0.070978,1.936458,0.547372,0.175364,-3.557013,-1.726709,0.460389,-0.908823,-1.712341,0.375239,-0.466385,-1.899505,-1.189996,-1.179189,1.468354,0.092037,-0.741028,class1,cluster1
57,-0.980451,1.122764,-0.330196,-0.062149,1.889823,-0.645945,-0.527113,-0.029578,-0.565031,0.483539,0.230888,0.320545,-0.098223,-0.840346,-0.694451,1.30848,0.756722,-0.274586,1.146649,-0.491043,0.967994,0.68294,-0.568465,1.396428,-0.934305,0.860864,-0.41977,-0.622859,-1.205186,0.064428,0.849576,-1.795235,-0.603643,0.115858,1.129929,class1,cluster1
58,-0.03507,0.445793,-0.446316,0.168627,1.38765,-0.466738,-1.439488,-0.122811,0.107411,0.09197,-1.40259,-0.779842,-0.599172,0.228727,-1.29368,0.997711,0.887223,2.714267,0.957227,-0.79933,0.022496,-0.217542,-0.73784,-1.914032,1.068718,0.915257,0.226451,-0.018131,1.133881,1.414145,-0.428383,-0.835589,-1.622448,-2.079498,-1.286835,class1,cluster1
59,0.005731,0.797994,-0.179619,-0.961762,0.21292,-0.798491,0.606102,0.611085,-0.493392,1.470001,-0.512328,-0.236534,0.242993,-2.616719,-1.308803,0.165416,-0.247641,1.824894,-0.88193,-0.647026,-0.022515,0.201187,1.111273,-1.445346,-1.057821,-0.901058,1.32919,-0.993786,0.275013,-1.450656,0.327366,-0.984388,-0.161443,0.817298,0.109946,class1,cluster1
60,0.737389,0.634756,-0.812137,-0.428053,0.279354,1.909775,-1.590569,-0.817046,0.208268,-0.334876,-0.378468,-1.055749,0.320606,-0.770248,0.410977,1.723921,-0.037769,-0.767949,-0.622906,1.090877,0.947678,0.475052,-1.645545,-0.567632,0.152106,-1.959815,0.957676,-1.189819,1.835922,0.787917,-0.371962,-0.621917,0.73817,-1.747365,1.02725,class1,cluster1
61,0.707648,0.486356,0.140788,-1.673997,-0.313394,-0.262528,1.112023,1.142221,-0.030346,-0.895046,0.618404,0.408195,-0.745801,-1.145243,-0.758021,0.765332,1.089373,2.19902,-1.134687,-0.179637,0.055391,1.811002,-0.089306,-0.50326,-0.104589,-0.711865,1.318429,0.166566,-0.392127,0.316992,-1.419383,0.53382,1.516095,-1.251761,1.020601,class2,cluster0
62,-0.453649,-0.539605,-1.213972,0.744255,0.050391,0.404864,0.030736,1.286578,-0.635656,-0.163754,0.135346,0.532125,-0.555248,-1.813138,0.681249,1.000765,-0.867725,0.571143,-0.608725,-0.091009,-0.65567,1.243902,-0.297109,-0.651126,-0.439885,-1.865165,0.641165,0.265157,0.123091,0.108803,-0.060283,-1.518887,-0.109239,0.046169,0.000939,class1,cluster1
